Date;Hour;D.vien (grados);H (%);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
08/06/2017;17:00;333;75;0;19,7;6,37
08/06/2017;16:00;337;79;0;19,3;6,08
08/06/2017;15:00;323;78;0;19,7;6,08
08/06/2017;14:00;308;72;0;20,8;6,63
08/06/2017;13:00;305;65;0;22,5;7
08/06/2017;12:00;287;57;0;25,1;5,26
08/06/2017;11:00;294;38;0;30,4;1,22
08/06/2017;10:00;120;39;0;29;2,95
08/06/2017;09:00;135;41;0;27,7;1,95
08/06/2017;08:00;81;53;0;24,9;0,4
08/06/2017;07:00;116;67;0;20,6;1,92
08/06/2017;06:00;128;78;0;17,6;2,78
08/06/2017;05:00;133;82;0;16,6;3,01
08/06/2017;04:00;124;82;0;16,7;2,77
08/06/2017;03:00;127;81;0;17,2;2,46
08/06/2017;02:00;125;81;0;17,5;2,15
08/06/2017;01:00;124;78;0;18;2,35
07/06/2017;24:00;132;74;0;18,9;2,42
07/06/2017;23:00;125;70;0;19,8;1,94
07/06/2017;22:00;123;65;0;20,8;1,86
07/06/2017;21:00;252;62;0;22;0,53
07/06/2017;20:00;309;58;0;22,8;1,6
07/06/2017;19:00;298;55;0;23,5;2,96
07/06/2017;18:00;292;54;0;23,9;3,73
07/06/2017;17:00;293;53;0;24;4,91
07/06/2017;16:00;333;50;0;24,7;1,9
07/06/2017;15:00;296;51;0;23,3;4,19
07/06/2017;14:00;307;43;0;23,8;2,13
07/06/2017;13:00;346;45;0;22,8;1,24
07/06/2017;12:00;16;46;0;21,6;1,04
07/06/2017;11:00;71;51;0;20,3;1,12
07/06/2017;10:00;77;55;0;19;1,71
07/06/2017;09:00;107;64;0;17,6;1,59
07/06/2017;08:00;108;73;0;16;1,48
07/06/2017;07:00;112;78;0;14,5;1,37
07/06/2017;06:00;122;81;0;13,4;1,69
07/06/2017;05:00;131;79;0;13,7;1,37
07/06/2017;04:00;134;75;0;14,3;0,9
07/06/2017;03:00;125;73;0;14,7;1,6
07/06/2017;02:00;145;70;0;15,2;0,74
07/06/2017;01:00;194;68;0;15,7;0,7
06/06/2017;24:00;251;67;0;15,7;0,84
06/06/2017;23:00;210;66;0;16,1;0,53
06/06/2017;22:00;225;65;0;16,2;0,6
06/06/2017;21:00;271;65;0;16,1;1,53
06/06/2017;20:00;300;62;0;16,4;4,72
06/06/2017;19:00;315;59;0;16,8;4,77
06/06/2017;18:00;332;57;0;17,1;5,57
06/06/2017;17:00;327;55;0;17,4;4,74
06/06/2017;16:00;327;60;0;16,8;5,86
06/06/2017;15:00;322;60;0;17;6,42
06/06/2017;14:00;321;62;0;17;6,08
06/06/2017;13:00;321;67;0;16,4;5,68
06/06/2017;12:00;310;73;0;16,1;5,89
06/06/2017;11:00;301;81;0;15,4;3,31
06/06/2017;10:00;296;81;0;15,2;5,44
06/06/2017;09:00;296;83;0;14,8;3,35
06/06/2017;08:00;293;84;0;14,7;5,25
06/06/2017;07:00;298;86;0;14,8;5,48
06/06/2017;06:00;304;87;0;15;5,96
06/06/2017;05:00;305;82;0;16;6,5
06/06/2017;04:00;298;82;0;16,5;5,08
06/06/2017;03:00;300;73;0;18,1;3,89
06/06/2017;02:00;301;72;0;18,3;5,82
06/06/2017;01:00;299;75;0;18,3;9,19
05/06/2017;24:00;142;77;0;18,4;1,58
05/06/2017;23:00;281;76;0;18,4;0,45
05/06/2017;22:00;306;75;0;18,6;3,34
05/06/2017;21:00;315;71;0;19,3;4,14
05/06/2017;20:00;312;58;0;21,8;2,74
05/06/2017;19:00;304;53;0;22,9;2,89
05/06/2017;18:00;301;51;0;23,5;2,7
05/06/2017;17:00;319;52;0;23;3,52
05/06/2017;16:00;322;51;0;22,6;4,16
05/06/2017;15:00;323;45;0;24,2;2,87
05/06/2017;14:00;323;42;0;24,4;0,86
05/06/2017;13:00;339;47;0;22,8;1,43
05/06/2017;12:00;49;51;0;21,7;0,41
05/06/2017;11:00;301;58;0;20;1,39
05/06/2017;10:00;352;66;0;18,3;0,78
05/06/2017;09:00;320;77;0;16,6;0,91
05/06/2017;08:00;351;83;0;15,7;0,15
05/06/2017;07:00;174;87;0;14;0,34
05/06/2017;06:00;184;90;0;12,7;1,12
05/06/2017;05:00;159;90;0;12,7;0,94
05/06/2017;04:00;183;90;0;12,8;0,26
05/06/2017;03:00;123;90;0;13;0,68
05/06/2017;02:00;133;89;0;13,3;1,12
05/06/2017;01:00;155;88;0;13,7;0,38
04/06/2017;24:00;137;88;0;13,9;1,04
04/06/2017;23:00;160;88;0;14,1;0,69
04/06/2017;22:00;177;89;0;13,8;1,07
04/06/2017;21:00;267;91;0;13,6;0,82
04/06/2017;20:00;281;92;0;13,4;2,16
04/06/2017;19:00;299;93;0;13,4;4,05
04/06/2017;18:00;310;93;1,5;13,5;3,26
04/06/2017;17:00;301;93;0,1;13,3;3,48
04/06/2017;16:00;296;92;0,3;13,3;2,24
04/06/2017;15:00;303;90;0,3;13,6;3,83
04/06/2017;14:00;301;87;0,3;14,4;3,76
04/06/2017;13:00;304;85;0;14,9;4,1
04/06/2017;12:00;300;87;0;14,7;3,11
04/06/2017;11:00;311;87;0,3;14,6;1,73
04/06/2017;10:00;321;88;0;14,5;1,13
04/06/2017;09:00;337;88;0;14,2;0,14
04/06/2017;08:00;22;89;0,1;14,2;0,6
04/06/2017;07:00;332;88;0;14,3;0,37
04/06/2017;06:00;192;88;0;14,2;0,27
04/06/2017;05:00;227;88;0;14;0,28
04/06/2017;04:00;128;87;0;14,2;1,01
04/06/2017;03:00;167;87;0;14,2;0,5
04/06/2017;02:00;127;86;0;14,4;0,96
04/06/2017;01:00;144;86;0;14,2;0,76
03/06/2017;24:00;119;86;0;14,2;1,83
03/06/2017;23:00;128;86;0;14,5;1,56
03/06/2017;22:00;123;87;0;14,4;0,74
03/06/2017;21:00;44;87;0;14,4;0,13
03/06/2017;20:00;279;87;0;14,2;1,22
03/06/2017;19:00;289;89;0;14,2;3,28
03/06/2017;18:00;304;92;0;13,8;5,71
03/06/2017;17:00;303;93;0;13,7;7,19
03/06/2017;16:00;304;92;0,2;14,1;9,04
03/06/2017;15:00;295;88;0,6;16;9,06
03/06/2017;14:00;283;85;0,1;18;0,98
03/06/2017;13:00;328;85;0;17,3;1,51
03/06/2017;12:00;325;85;0;17,5;1,57
03/06/2017;11:00;345;86;0;17,4;1,12
03/06/2017;10:00;297;87;0;17,2;1,04
03/06/2017;09:00;289;88;0;16,6;0,79
03/06/2017;08:00;105;89;0;16,5;0,22
03/06/2017;07:00;140;89;0;16,2;1,07
03/06/2017;06:00;114;89;0;16,2;0,3
03/06/2017;05:00;290;87;1;16,3;1,47
03/06/2017;04:00;292;87;0;16,7;0,54
03/06/2017;03:00;292;87;0;16,7;0,53
03/06/2017;02:00;297;87;0;16,9;1,37
03/06/2017;01:00;83;87;0;16,9;0,25
02/06/2017;24:00;84;88;0;17;0,42
02/06/2017;23:00;64;89;0;16,9;0,57
02/06/2017;22:00;12;90;0;16,9;0,44
02/06/2017;21:00;323;92;0;16,6;2,17
02/06/2017;20:00;333;94;0;16,6;3,06
02/06/2017;19:00;342;94;0,5;16,8;1,63
02/06/2017;18:00;303;94;0,2;16,8;2,28
02/06/2017;17:00;316;93;0,1;17;3,47
02/06/2017;16:00;318;92;0;17,3;4,05
02/06/2017;15:00;325;89;0;17,8;3,46
02/06/2017;14:00;325;88;0;18;4,11
02/06/2017;13:00;327;87;0;18,3;4,46
02/06/2017;12:00;319;87;0;18,6;4,49
02/06/2017;11:00;316;87;0;19;3,69
02/06/2017;10:00;329;88;0;18,7;3,33
02/06/2017;09:00;326;89;0;18,5;3,56
02/06/2017;08:00;313;89;0;18,5;4,42
02/06/2017;07:00;284;89;0;18,6;1,45
02/06/2017;06:00;163;90;0;18,5;1,09
02/06/2017;05:00;357;89;0,6;18,4;0,49
02/06/2017;04:00;278;89;0;18,3;1,33
02/06/2017;03:00;348;89;0;18,6;1,1
02/06/2017;02:00;346;89;0;18,8;0,99
02/06/2017;01:00;286;89;0;18,7;1,87
01/06/2017;24:00;309;88;0;19;1,67
01/06/2017;23:00;315;87;0;19,2;2,07
01/06/2017;22:00;314;86;0;19,4;1,53
01/06/2017;21:00;343;84;0;19,6;1,96
01/06/2017;20:00;342;83;0;19,9;2,34
01/06/2017;19:00;332;82;0;20,2;3,46
01/06/2017;18:00;329;80;0;20,5;4,63
01/06/2017;17:00;323;74;0;21,2;6,99
01/06/2017;16:00;307;65;0;23,7;7,55
01/06/2017;15:00;306;62;0;25,3;5,98
01/06/2017;14:00;318;59;0;25,7;5,05
01/06/2017;13:00;318;60;0;25,5;5,13
01/06/2017;12:00;302;60;0;25,6;4,69
01/06/2017;11:00;341;59;0;26,3;1,05
01/06/2017;10:00;168;66;0;24,5;0,56
01/06/2017;09:00;69;73;0;22,5;0,26
01/06/2017;08:00;120;82;0;19,7;1,87
01/06/2017;07:00;116;86;0;18,1;2,07
01/06/2017;06:00;124;87;0;17,1;1,97
01/06/2017;05:00;122;87;0;17;1,82
01/06/2017;04:00;126;87;0;17,3;2,07
01/06/2017;03:00;127;86;0;17,6;1,74
01/06/2017;02:00;122;85;0;18;1,05
01/06/2017;01:00;123;84;0;18;1,44
31/05/2017;24:00;117;84;0;18,1;1,16
31/05/2017;23:00;287;83;0;18,2;1,43
31/05/2017;22:00;291;82;0;18,5;2,15
31/05/2017;21:00;300;81;0;19;2,7
31/05/2017;20:00;305;77;0;19,7;5,09
31/05/2017;19:00;307;71;0;21,3;4,49
31/05/2017;18:00;301;69;0;22,1;5,5
31/05/2017;17:00;298;67;0;23;5,96
31/05/2017;16:00;307;65;0;23,7;4,84
31/05/2017;15:00;302;66;0;23,5;4,79
31/05/2017;14:00;304;65;0;23,4;5,36
31/05/2017;13:00;341;59;0;24;2,06
31/05/2017;12:00;126;60;0;23,5;1,18
31/05/2017;11:00;127;64;0;22;1,9
31/05/2017;10:00;117;67;0;21,3;1,74
31/05/2017;09:00;328;74;0;20,4;0,64
31/05/2017;08:00;300;78;0;19,4;1,08
31/05/2017;07:00;122;82;0;17,9;0,87
31/05/2017;06:00;135;83;0;17,4;1,17
31/05/2017;05:00;169;83;0;17,3;1,26
31/05/2017;04:00;90;83;0;17,3;0,6
31/05/2017;03:00;45;83;0;17,3;0,8
31/05/2017;02:00;7;83;0;17,3;0,54
31/05/2017;01:00;299;83;0;17,2;1,38
30/05/2017;24:00;299;83;0;17,3;0,98
30/05/2017;23:00;306;83;0;17,2;0,93
30/05/2017;22:00;296;82;0;17,2;3,2
30/05/2017;21:00;294;79;0;17,6;3,32
30/05/2017;20:00;305;75;0;18,3;3,48
30/05/2017;19:00;318;71;0;19;3,63
30/05/2017;18:00;302;71;0;19;4,18
30/05/2017;17:00;295;71;0;18,9;4,69
30/05/2017;16:00;302;73;0;19,1;4,4
30/05/2017;15:00;286;79;0;18,8;2,56
30/05/2017;14:00;292;82;0;17,8;2,61
30/05/2017;13:00;358;84;0;17,8;0,81
30/05/2017;12:00;6;87;0;17,4;1,37
30/05/2017;11:00;289;90;0;17,1;1,57
30/05/2017;10:00;303;91;0,1;16,7;1,46
30/05/2017;09:00;302;91;0;16,6;1,34
30/05/2017;08:00;314;91;0;16,4;1,73
30/05/2017;07:00;330;90;0;16,6;1,16
30/05/2017;06:00;311;89;0;16,6;1,13
30/05/2017;05:00;331;88;0;16,7;1,98
30/05/2017;04:00;295;88;0;17;1,38
30/05/2017;03:00;295;88;0;16,9;0,64
30/05/2017;02:00;290;89;0;16,8;0,85
30/05/2017;01:00;310;89;0;16,7;1,37
29/05/2017;24:00;348;90;0;16,7;1
29/05/2017;23:00;335;90;0;16,7;1,85
29/05/2017;22:00;330;91;0;16,8;2,53
29/05/2017;21:00;329;91;0;17,1;2,58
29/05/2017;20:00;326;91;0;17,2;1,16
29/05/2017;19:00;315;90;0,2;17,3;2,3
29/05/2017;18:00;325;91;0;17,3;2,11
29/05/2017;17:00;332;91;0;17,3;2,87
29/05/2017;16:00;319;91;0,1;17,2;3,44
29/05/2017;15:00;307;90;0;17,4;3,86
29/05/2017;14:00;310;89;1,8;17,3;4,82
29/05/2017;13:00;296;84;1,9;18,3;6,83
29/05/2017;12:00;299;83;0;19,4;5,36
29/05/2017;11:00;296;87;0;19,1;3,8
29/05/2017;10:00;293;91;0;18,2;2,73
29/05/2017;09:00;291;93;0;17,5;2,62
29/05/2017;08:00;291;94;0;16,9;2,11
29/05/2017;07:00;348;94;0;16,7;0,82
29/05/2017;06:00;330;94;0;16,7;1,58
29/05/2017;05:00;339;94;1;17,1;0,52
29/05/2017;04:00;113;94;0,2;17,2;1,03
29/05/2017;03:00;149;94;0,1;16,9;0,77
29/05/2017;02:00;332;94;0,1;16,7;2
29/05/2017;01:00;5;93;0;16,8;1,47
28/05/2017;24:00;339;93;0;17,1;1,66
28/05/2017;23:00;62;92;0;17,2;1,49
28/05/2017;22:00;342;92;0;17,1;1,33
28/05/2017;21:00;321;91;0,3;17,2;3,38
28/05/2017;20:00;328;90;0;17,3;3,28
28/05/2017;19:00;330;89;0;17,3;2,46
28/05/2017;18:00;329;89;0;17,3;2,56
28/05/2017;17:00;323;87;0;17,7;3,73
28/05/2017;16:00;305;85;0;18,3;4,03
28/05/2017;15:00;302;79;0;19,4;5,04
28/05/2017;14:00;305;75;0;20,2;5,08
28/05/2017;13:00;306;56;0;24,5;3,35
28/05/2017;12:00;71;46;0;26,8;2,84
28/05/2017;11:00;84;46;0;26,4;2,72
28/05/2017;10:00;115;45;0;26;3,11
28/05/2017;09:00;116;67;0;23,2;1,07
28/05/2017;08:00;291;88;0;18,6;1,69
28/05/2017;07:00;288;90;0;18,3;2,05
28/05/2017;06:00;187;92;0;17,9;0,35
28/05/2017;05:00;48;92;0;17,4;0,43
28/05/2017;04:00;300;92;0;17,2;1,84
28/05/2017;03:00;301;92;0;17,3;1,82
28/05/2017;02:00;337;91;0;17,3;1,69
28/05/2017;01:00;309;90;0;17,6;3,1
27/05/2017;24:00;342;88;0;18;1,77
27/05/2017;23:00;322;86;0;18,4;2,72
27/05/2017;22:00;304;80;0;19,5;5,3
27/05/2017;21:00;298;71;0;23,3;1,21
27/05/2017;20:00;298;73;0;21,9;3,83
27/05/2017;19:00;283;69;0;23,6;2,43
27/05/2017;18:00;292;66;0;24,6;3,58
27/05/2017;17:00;285;59;0;27,6;2,67
27/05/2017;16:00;295;57;0;29,2;0,68
27/05/2017;15:00;286;60;0;26,8;2,57
27/05/2017;14:00;289;60;0;26,4;3,57
27/05/2017;13:00;288;60;0;26,8;2,44
27/05/2017;12:00;299;62;0;25,9;1,5
27/05/2017;11:00;353;65;0;23,5;1,13
27/05/2017;10:00;357;73;0;21,4;0,91
27/05/2017;09:00;327;81;0;19,6;0,89
27/05/2017;08:00;354;85;0;18,5;0,57
27/05/2017;07:00;292;87;0;17,4;0,72
27/05/2017;06:00;97;88;0;16,5;0,71
27/05/2017;05:00;129;88;0;16,4;1,07
27/05/2017;04:00;138;88;0;16,5;1,41
27/05/2017;03:00;129;88;0;16,8;1,9
27/05/2017;02:00;120;87;0;16,9;2,16
27/05/2017;01:00;126;86;0;17,2;1,93
26/05/2017;24:00;124;85;0;17,6;1,65
26/05/2017;23:00;147;84;0;17,8;1,31
26/05/2017;22:00;135;82;0;18;2,08
26/05/2017;21:00;100;82;0;17,9;1,09
26/05/2017;20:00;24;82;0,1;18;0,96
26/05/2017;19:00;327;83;0,8;18,3;4,09
26/05/2017;18:00;331;78;0,1;19;5,28
26/05/2017;17:00;309;68;0;21,5;6,66
26/05/2017;16:00
26/05/2017;15:00;330;61;0;23,4;4,51
26/05/2017;14:00;336;61;0;23,5;5,63
26/05/2017;13:00;317;60;0;24,2;5,06
26/05/2017;12:00;303;54;0;25,7;6,87
26/05/2017;11:00;287;41;0;30,3;1,64
26/05/2017;10:00;232;43;0;28,9;1,12
26/05/2017;09:00;104;52;0;26,5;1,16
26/05/2017;08:00;117;62;0;23,5;2,1
26/05/2017;07:00;120;69;0;21,2;2,36
26/05/2017;06:00;126;72;0;20;2,63
26/05/2017;05:00;130;70;0;20,4;1,89
26/05/2017;04:00;137;69;0;21;1,78
26/05/2017;03:00;131;70;0;20,8;1,66
26/05/2017;02:00;134;71;0;21;1,38
26/05/2017;01:00;116;68;0;21,6;2,03
25/05/2017;24:00;146;65;0;22,6;2,21
25/05/2017;23:00;182;61;0,1;23,2;1,98
25/05/2017;22:00;196;62;0;23,9;1,42
25/05/2017;21:00;343;69;0;22;0,28
25/05/2017;20:00;297;68;0;22,2;3,62
25/05/2017;19:00;321;62;0;23,7;6,85
25/05/2017;18:00;293;36;0;32,7;3,91
25/05/2017;17:00;290;35;0;33,2;4,14
25/05/2017;16:00;322;34;0;33,5;4,12
25/05/2017;15:00;318;35;0;33,1;5,28
25/05/2017;14:00;302;34;0;33,8;4,5
25/05/2017;13:00;111;29;0;35,2;0,91
25/05/2017;12:00;50;31;0;34;0,74
25/05/2017;11:00;106;34;0;32,1;2,22
25/05/2017;10:00;120;39;0;30,2;1,98
25/05/2017;09:00;284;53;0;27,4;0,52
25/05/2017;08:00;129;65;0;23,5;1,3
25/05/2017;07:00;121;76;0;21;2,05
25/05/2017;06:00;123;82;0;19,1;2,6
25/05/2017;05:00;129;84;0;18,9;2,35
25/05/2017;04:00;130;83;0;19,3;2,68
25/05/2017;03:00;127;82;0;19,8;2,56
25/05/2017;02:00;128;80;0;20,6;2,34
25/05/2017;01:00;127;76;0;21,4;1,83
24/05/2017;24:00;121;72;0;22,5;1,4
24/05/2017;23:00;132;68;0;23,4;1,24
24/05/2017;22:00;155;66;0;23,7;0,05
24/05/2017;21:00;283;63;0;24,2;1,97
24/05/2017;20:00;288;59;0;25,3;3,11
24/05/2017;19:00;279;55;0;26,7;2,78
24/05/2017;18:00;291;54;0;27,1;3,61
24/05/2017;17:00;292;54;0;27,2;4,1
24/05/2017;16:00;296;57;0;26,4;4,47
24/05/2017;15:00;304;57;0;26,2;4,56
24/05/2017;14:00;304;58;0;25,8;4,54
24/05/2017;13:00;294;57;0;25,4;4,46
24/05/2017;12:00;299;54;0;25,4;2,68
24/05/2017;11:00;54;56;0;24,1;0,44
24/05/2017;10:00;112;64;0;21,6;0,94
24/05/2017;09:00;106;71;0;19,2;1,73
24/05/2017;08:00;118;75;0;17,7;2,43
24/05/2017;07:00;131;78;0;16,9;1,87
24/05/2017;06:00;135;80;0;16,3;1,5
24/05/2017;05:00;135;80;0;16,4;1,72
24/05/2017;04:00;137;81;0;16,3;1,78
24/05/2017;03:00;141;83;0;16,1;1,89
24/05/2017;02:00;134;83;0;16;1,59
24/05/2017;01:00;94;83;0;15,9;1,69
23/05/2017;24:00;333;82;0;15,9;0,41
23/05/2017;23:00;287;81;0;15,8;0,46
23/05/2017;22:00;304;81;0;16,2;1,37
23/05/2017;21:00;292;79;0;16,6;3
23/05/2017;20:00;296;75;0;17,4;4,25
23/05/2017;19:00;298;71;0;18,4;4,26
23/05/2017;18:00;295;68;0;19,3;5,23
23/05/2017;17:00;310;64;0;20;4,84
23/05/2017;16:00;305;63;0;20,2;5,12
23/05/2017;15:00;299;62;0;20,2;5,09
23/05/2017;14:00;300;60;0;20;5,21
23/05/2017;13:00;297;60;0;19,9;5,04
23/05/2017;12:00;304;58;0;20;3,04
23/05/2017;11:00;326;61;0;19,4;0,65
23/05/2017;10:00;63;64;0;17,8;1,16
23/05/2017;09:00;87;67;0;16,6;1,07
23/05/2017;08:00;39;69;0;15,9;1,05
23/05/2017;07:00;342;74;0;15,3;0,75
23/05/2017;06:00;289;77;0;14,8;1,16
23/05/2017;05:00;298;76;0;14,8;1,25
23/05/2017;04:00;295;74;0;15,1;0,97
23/05/2017;03:00;271;74;0;15,2;1,05
23/05/2017;02:00;266;77;0;15,1;1,46
23/05/2017;01:00;289;77;0;15,3;2,34
22/05/2017;24:00;326;79;0;15,3;2,13
22/05/2017;23:00;352;79;0;15,4;2,01
22/05/2017;22:00;341;78;0;15,5;2,68
22/05/2017;21:00;334;79;0;15,4;4,34
22/05/2017;20:00;325;80;0;15,5;4,66
22/05/2017;19:00;330;79;0;15,7;5,76
22/05/2017;18:00;335;78;0;16,1;5,42
22/05/2017;17:00;335;76;0;16,8;5,91
22/05/2017;16:00;326;74;0;17,5;5,44
22/05/2017;15:00;328;76;0;17,5;5,15
22/05/2017;14:00;312;75;0;17,9;6,7
22/05/2017;13:00;326;74;0;18,2;6,19
22/05/2017;12:00;317;74;0;18,6;5,25
22/05/2017;11:00;317;75;0;18,5;4,7
22/05/2017;10:00;317;77;0;18,3;3,9
22/05/2017;09:00;330;72;0;18,8;4,92
22/05/2017;08:00;331;69;0;19,2;4,93
22/05/2017;07:00;305;63;0;20,6;2,32
22/05/2017;06:00;103;66;0;19,7;0,86
22/05/2017;05:00;135;64;0;20,1;1,8
22/05/2017;04:00;289;59;0;21;0,73
22/05/2017;03:00;299;60;0;21,1;1,52
22/05/2017;02:00;324;53;0;22,7;1,48
22/05/2017;01:00;112;43;0;25,3;1
21/05/2017;24:00;103;43;0;25,4;2,38
21/05/2017;23:00;125;41;0;25,8;3,39
21/05/2017;22:00;123;41;0;26,3;2,85
21/05/2017;21:00;128;40;0;26,7;2,22
21/05/2017;20:00;123;36;0;28,1;3,54
21/05/2017;19:00;144;32;0;29,6;3,99
21/05/2017;18:00;143;33;0;29,8;3,79
21/05/2017;17:00;112;37;0;28,9;2,33
21/05/2017;16:00;133;34;0;29,3;3,8
21/05/2017;15:00;142;32;0;30,3;3,4
21/05/2017;14:00;123;32;0;29,8;3,23
21/05/2017;13:00;140;32;0;28,9;2,92
21/05/2017;12:00;119;33;0;28;3,64
21/05/2017;11:00;115;36;0;26,1;3,86
21/05/2017;10:00;137;47;0;23,1;2,79
21/05/2017;09:00;168;63;0;18,7;2,48
21/05/2017;08:00;132;77;0;14,6;2,35
21/05/2017;07:00;124;81;0;12,4;2,03
21/05/2017;06:00;99;83;0;11,5;1,81
21/05/2017;05:00;118;83;0;11,5;1,97
21/05/2017;04:00;126;82;0;11,5;2,68
21/05/2017;03:00;126;80;0;11,9;2,24
21/05/2017;02:00;121;77;0;12,4;2,22
21/05/2017;01:00;127;73;0;13;2,19
20/05/2017;24:00;125;69;0;13,7;2,79
20/05/2017;23:00;124;64;0;14,6;2,28
20/05/2017;22:00;141;60;0;15,5;1,32
20/05/2017;21:00;119;59;0;16;0,98
20/05/2017;20:00;55;57;0;16,6;1,87
20/05/2017;19:00;45;55;0;17,3;3,1
20/05/2017;18:00;2;53;0;18,6;2,12
20/05/2017;17:00;340;52;0;18,9;2,79
20/05/2017;16:00;301;49;0;18,7;4,35
20/05/2017;15:00;299;49;0;18,3;5,38
20/05/2017;14:00;298;53;0;18,1;4,31
20/05/2017;13:00;299;60;0;17,4;3,73
20/05/2017;12:00;309;65;0;16,2;3,62
20/05/2017;11:00;313;69;0;16,3;1,41
20/05/2017;10:00;85;78;0;15,7;0,44
20/05/2017;09:00;137;84;0;14,1;0,96
20/05/2017;08:00;119;87;0;12,1;1,75
20/05/2017;07:00;125;86;0;11,4;1,56
20/05/2017;06:00;139;83;0,2;11,4;1,1
20/05/2017;05:00;131;78;0,2;11,9;0,88
20/05/2017;04:00;142;78;0;11,7;1,57
20/05/2017;03:00;148;80;0;11,2;1,64
20/05/2017;02:00;125;79;0;11,1;1,69
20/05/2017;01:00;129;78;0;11,4;1,36
19/05/2017;24:00;107;76;0;11,6;0,61
19/05/2017;23:00;129;73;0;12,4;1,32
19/05/2017;22:00;139;69;0;13,3;0,86
19/05/2017;21:00;127;68;0;13,8;0,6
19/05/2017;20:00;345;65;0;14,4;2,66
19/05/2017;19:00;316;59;0;15,1;4,38
19/05/2017;18:00;306;55;0;15,4;5,23
19/05/2017;17:00;324;60;0;15,1;6,24
19/05/2017;16:00;326;57;0;15,3;8,28
19/05/2017;15:00;323;55;0;15,4;8,85
19/05/2017;14:00;323;58;0;15,3;8,78
19/05/2017;13:00;321;61;0;14,8;6,96
19/05/2017;12:00;325;65;0;14,3;5,49
19/05/2017;11:00;310;54;0;14,9;5,01
19/05/2017;10:00;283;55;0;15;2,32
19/05/2017;09:00;265;61;0;14,3;1,69
19/05/2017;08:00;291;69;0;13,1;0,31
19/05/2017;07:00;115;75;0;12;1,06
19/05/2017;06:00;132;80;0;10,3;1,55
19/05/2017;05:00;145;79;0;10,4;1,21
19/05/2017;04:00;136;76;0;10,9;1,08
19/05/2017;03:00;116;74;0;11,5;0,72
19/05/2017;02:00;150;72;0;11,7;0,22
19/05/2017;01:00;184;70;0;11,8;0,69
18/05/2017;24:00;181;70;0;11,8;1,21
18/05/2017;23:00;225;68;0;12;0,96
18/05/2017;22:00;272;70;0;12,2;1,65
18/05/2017;21:00;289;75;0,1;13,1;3,26
18/05/2017;20:00;298;71;0;13,4;4,71
18/05/2017;19:00;305;65;0;14,4;6,54
18/05/2017;18:00;307;64;0;14,8;6,51
18/05/2017;17:00;317;64;0;15,1;8,24
18/05/2017;16:00;318;60;0;15,7;6,9
18/05/2017;15:00;316;60;0;15,5;7,59
18/05/2017;14:00;304;65;0;14,8;8
18/05/2017;13:00;300;73;0;14,1;6,25
18/05/2017;12:00;282;81;0;13,1;1,69
18/05/2017;11:00;286;85;0,3;11,9;1,9
18/05/2017;10:00;294;88;0,3;11,6;2,71
18/05/2017;09:00;287;89;0,5;11,5;3,4
18/05/2017;08:00;287;90;1,2;11,7;4,2
18/05/2017;07:00;293;91;0,4;11,7;5,76
18/05/2017;06:00;306;92;0,2;12,6;7,97
18/05/2017;05:00;305;92;1,1;13,3;7
18/05/2017;04:00;299;91;0,2;13,7;5,71
18/05/2017;03:00;303;88;0,5;14,5;5,03
18/05/2017;02:00;310;86;0;15,3;2,45
18/05/2017;01:00;320;89;0;15,1;3,23
17/05/2017;24:00;313;90;0;15,5;2,52
17/05/2017;23:00;311;90;0;15,7;0,71
17/05/2017;22:00;283;90;0;15,7;0,83
17/05/2017;21:00;287;89;0;15,8;1,24
17/05/2017;20:00;116;89;0;15,9;0,8
17/05/2017;19:00;127;89;0,1;15,8;2,35
17/05/2017;18:00;324;88;0,7;15,2;0,44
17/05/2017;17:00;326;85;0,4;15,4;2,85
17/05/2017;16:00;329;78;0,2;16,4;3,46
17/05/2017;15:00;324;78;0;16,5;4,11
17/05/2017;14:00;333;77;0;17,1;3,9
17/05/2017;13:00;334;77;0;17,8;4,44
17/05/2017;12:00;326;67;0;19;4,51
17/05/2017;11:00;330;68;0;19,4;3,05
17/05/2017;10:00;339;72;0;18,7;2,93
17/05/2017;09:00;329;75;0;18,3;3,45
17/05/2017;08:00;303;73;0;17,9;2,55
17/05/2017;07:00;329;72;0;17,7;0,68
17/05/2017;06:00;128;73;0;17,2;1,59
17/05/2017;05:00;128;73;0;17,1;1,95
17/05/2017;04:00;124;72;0;17,3;1,67
17/05/2017;03:00;132;72;0;17,7;1,89
17/05/2017;02:00;120;75;0;18,1;0,97
17/05/2017;01:00;293;75;0;18,5;1,12
16/05/2017;24:00;288;75;0;18,7;1,47
16/05/2017;23:00;302;72;0;19,2;1,48
16/05/2017;22:00;297;67;0;19,5;1,71
16/05/2017;21:00;325;63;0;19,5;1,67
16/05/2017;20:00;333;62;0;19,9;1,97
16/05/2017;19:00;323;58;0;20,5;3,46
16/05/2017;18:00;308;60;0;21,2;5,53
16/05/2017;17:00;305;59;0;23;4,3
16/05/2017;16:00;301;58;0;23,4;3,65
16/05/2017;15:00;301;58;0;22,9;3,95
16/05/2017;14:00;300;59;0;22,8;3,89
16/05/2017;13:00;298;52;0;24,3;5,06
16/05/2017;12:00;291;47;0;26,8;3,46
16/05/2017;11:00;300;43;0;27,5;0,87
16/05/2017;10:00;217;48;0;25,6;0,28
