Date;Hour;Benceno (µg/m3);M-P-XILENO (µg/m3);Tolueno (µg/m3);D.vien (grados);V.vien (m/s)
25/05/2017;20:00;2,65;7,12;3,42;290;0,33
25/05/2017;19:00;3,69;14,13;5,08;325;1,39
25/05/2017;18:00;4,89;33,49;9,83;323;2,74
25/05/2017;17:00
25/05/2017;16:00
25/05/2017;15:00
25/05/2017;14:00
25/05/2017;13:00
25/05/2017;12:00;1,64;2,32;2,31;328;1,42
25/05/2017;11:00;0,46;1,73;1,43;202;1,36
25/05/2017;10:00;0,64;4,16;3,98;186;1,43
25/05/2017;09:00;1;6,68;6,77;157;0,74
25/05/2017;08:00;1,05;4,75;5,77;102;0,8
25/05/2017;07:00;0,74;3,22;4,81;95;1,01
25/05/2017;06:00;0,71;2,8;4,39;101;0,53
25/05/2017;05:00;1,11;2,84;5,23;100;0,43
25/05/2017;04:00;1,55;3,12;5,58;108;0,45
25/05/2017;03:00;1,53;3,25;6,19;113;0,43
25/05/2017;02:00;1,11;3,79;7,27;119;0,42
25/05/2017;01:00;1,99;3,85;6,03;113;0,45
24/05/2017;24:00;2,42;2,75;4,11;130;0,46
24/05/2017;23:00;1,61;2,43;3,38;128;0,45
24/05/2017;22:00;1,57;2,54;3,57;131;0,45
24/05/2017;21:00;1,33;1,84;2,4;137;0,45
24/05/2017;20:00;2,92;1,66;1,97;140;0,37
24/05/2017;19:00;2,91;1,4;1,56;341;0,54
24/05/2017;18:00;2,96;1,6;1,7;336;1,17
24/05/2017;17:00;3,07;1,54;1,64;323;1,48
24/05/2017;16:00;2,71;1,42;1,54;328;2,06
24/05/2017;15:00;2,63;1,75;1,59;325;2,67
24/05/2017;14:00;3,1;1,95;1,86;325;2,85
24/05/2017;13:00;3,01;2,52;2,22;327;2,88
24/05/2017;12:00;1,84;2,75;2,62;328;2,17
24/05/2017;11:00;3,72;2,32;2,81;357;1,2
24/05/2017;10:00;1,22;2,05;3,01;88;1,28
24/05/2017;09:00;0,7;1,69;2,54;67;1,29
24/05/2017;08:00;0,71;1,79;2,67;82;0,54
24/05/2017;07:00;0,58;0,87;1,41;227;0,42
24/05/2017;06:00;0,42;0,38;0,73;206;0,49
24/05/2017;05:00;0,31;0,46;0,76;177;0,42
24/05/2017;04:00;0,23;0,37;0,63;166;0,45
24/05/2017;03:00;0,41;0,51;1,04;161;0,57
24/05/2017;02:00;0,29;0,43;0,86;136;0,51
24/05/2017;01:00;0,47;0,43;1,05;148;0,57
23/05/2017;24:00;0,5;0,64;0,99;144;0,38
23/05/2017;23:00;0,43;0,48;1,03;127;0,43
23/05/2017;22:00;0,44;0,38;0,57;134;0,45
23/05/2017;21:00;0,31;0,43;0,57;163;0,33
23/05/2017;20:00;0,31;0,36;0,5;268;0,67
23/05/2017;19:00;0,41;0,46;0,5;265;1,19
23/05/2017;18:00;0,57;0,41;0,48;277;1,09
23/05/2017;17:00;0,34;0,09;0,21;334;1,37
23/05/2017;16:00;0,55;0,38;0,41;345;1,75
23/05/2017;15:00;0,46;0,28;0,27;351;1,37
23/05/2017;14:00;0,38;0,21;0,24;12;2,78
23/05/2017;13:00;0,33;0,41;0,39;10;3,04
23/05/2017;12:00;0,42;0,92;1,23;1;2,93
23/05/2017;11:00;0,83;1,51;2,77;20;1,77
23/05/2017;10:00;1,01;1,24;2,33;59;1,12
23/05/2017;09:00;0,64;0,53;0,87;114;0,52
23/05/2017;08:00;0,67;0,56;0,79;171;0,27
23/05/2017;07:00;0,65;0,52;0,87;183;0,25
23/05/2017;06:00;0,49;0,39;0,49;118;0,21
23/05/2017;05:00;0,44;0,31;0,41;154;0,45
23/05/2017;04:00;0,41;0,09;0,26;143;0,44
23/05/2017;03:00;0,42;0,2;0,26;194;0,32
23/05/2017;02:00;0,49;0,26;0,35;235;0,39
23/05/2017;01:00;0,7;0,38;0,4;251;0,54
22/05/2017;24:00;0,84;0,38;0,43;198;0,26
22/05/2017;23:00;1,08;0,55;0,54;265;0,1
22/05/2017;22:00;1,36;0,69;0,92;305;0,33
22/05/2017;21:00;1,3;0,43;0,58;325;1,12
22/05/2017;20:00;1,42;0,4;0,56;332;3,38
22/05/2017;19:00;1,44;0,42;0,6;330;4,15
22/05/2017;18:00;1,07;0,46;0,62;328;3,78
22/05/2017;17:00;0,83;0,35;0,37;334;3,25
22/05/2017;16:00;0,94;0,32;0,43;335;3,22
22/05/2017;15:00;1;0,67;1,02;332;3,25
22/05/2017;14:00;1,3;0,35;0,8;331;3,62
22/05/2017;13:00;1,29;0,27;0,48;331;3,66
22/05/2017;12:00;1,32;0,31;0,54;333;3,26
22/05/2017;11:00;1,39;0,22;0,51;335;2,77
22/05/2017;10:00;1,33;0,42;0,58;339;2,2
22/05/2017;09:00;0,9;0,4;0,55;335;2,57
22/05/2017;08:00;1,68;1,23;1,29;334;1,88
22/05/2017;07:00;1,53;1,82;3,81;321;1,3
22/05/2017;06:00;0,94;1,1;2,86;156;0,15
22/05/2017;05:00;0,7;0,63;1,48;126;0,43
22/05/2017;04:00;0,4;0,48;0,46;143;0,3
22/05/2017;03:00;0,82;0,3;0,47;276;0,36
22/05/2017;02:00;1,1;0,41;0,47;153;0,35
22/05/2017;01:00;0,32;0,34;0,21;233;0,78
21/05/2017;24:00;0,36;0,54;0,4;180;2,02
21/05/2017;23:00;0,59;0,86;1,12;165;2,06
21/05/2017;22:00;0,61;0,79;0,96;94;0,73
21/05/2017;21:00;0,48;0,85;0,97;129;0,98
21/05/2017;20:00;0,41;0,72;0,61;137;0,84
21/05/2017;19:00;0,41;0,76;0,55;158;1,77
21/05/2017;18:00;0,34;0,68;0,49;156;2,08
21/05/2017;17:00;0,34;0,72;0,41;148;1,29
21/05/2017;16:00;0,38;0,89;0,63;158;2,63
21/05/2017;15:00;0,38;0,91;0,59;141;2,33
21/05/2017;14:00;0,48;1,14;0,97;128;2,23
21/05/2017;13:00;0,6;1,19;0,98;169;2,14
21/05/2017;12:00;0,55;2,54;0,81;142;0,98
21/05/2017;11:00;0,36;1,29;0,61;161;0,97
21/05/2017;10:00;0,52;0,55;0,65;203;0,52
21/05/2017;09:00;1,17;1;1,47;182;0,87
21/05/2017;08:00;0,93;1,06;1,71;93;0,27
21/05/2017;07:00;0,49;0,88;1,45;109;1,35
21/05/2017;06:00;0,48;0,9;1,62;97;1,63
21/05/2017;05:00;0,49;0,82;1,55;107;2,17
21/05/2017;04:00;0,47;0,86;1,48;114;2,11
21/05/2017;03:00;0,54;1,1;1,79;109;1,54
21/05/2017;02:00;0,71;1,71;3,07;121;0,99
21/05/2017;01:00;0,61;0,9;1,67;119;0,5
20/05/2017;24:00;0,62;0,87;1,65;135;0,44
20/05/2017;23:00;0,59;0,6;1,08;144;0,43
20/05/2017;22:00;0,64;0,66;1,03;157;0,45
20/05/2017;21:00;0,59;0,48;0,66;148;0,44
20/05/2017;20:00;0,41;0,27;0,29;86;0,26
20/05/2017;19:00;0,34;0,27;0,22;359;0,4
20/05/2017;18:00;0,39;0,3;0,21;22;1,21
20/05/2017;17:00;0,56;0,31;0,35;23;1,87
20/05/2017;16:00;0,18;0,07;0,14;2;1,92
20/05/2017;15:00;0,3;0,23;0,18;5;2,4
20/05/2017;14:00;0,53;0,45;0,27;17;2,39
20/05/2017;13:00;0,87;0,61;0,35;7;1,98
20/05/2017;12:00;0,94;0,49;0,35;329;2,58
20/05/2017;11:00;1,02;0,58;0,58;332;2,46
20/05/2017;10:00;0,87;2,31;2,61;339;1,1
20/05/2017;09:00;0,37;0,45;0,46;282;0,78
20/05/2017;08:00;0,42;0,43;0,4;247;0,64
20/05/2017;07:00;0,38;0,12;0,23;256;1
20/05/2017;06:00;0,34;0,12;0,23;257;0,94
20/05/2017;05:00;0,34;0,07;0,21;229;0,61
20/05/2017;04:00;0,35;0,35;0,27;244;1,37
20/05/2017;03:00;0,44;0,48;1,08;239;0,92
20/05/2017;02:00;0,5;0,43;0,82;203;0,6
20/05/2017;01:00;0,5;0,45;0,69;168;0,38
19/05/2017;24:00;0,53;0,57;0,85;152;0,47
19/05/2017;23:00;0,73;0,66;1,02;144;0,42
19/05/2017;22:00;0,72;0,49;0,81;133;0,46
19/05/2017;21:00;0,88;0,64;0,83;158;0,43
19/05/2017;20:00;0,78;1,15;1,22;257;0,56
19/05/2017;19:00;0,97;1,49;2,25;283;1,33
19/05/2017;18:00;0,51;0,59;0,57;276;1,72
19/05/2017;17:00;1,05;1,21;0,94;288;1,58
19/05/2017;16:00;1,45;1,46;1,04;319;4
19/05/2017;15:00;1,41;1,62;1,23;325;4,75
19/05/2017;14:00;1,57;1,77;1,62;325;5,28
19/05/2017;13:00;1,51;0,89;0,86;323;3,95
19/05/2017;12:00;1,3;1,01;1,06;326;3,08
19/05/2017;11:00;0,42;0,33;0,52;312;2,64
19/05/2017;10:00;0,29;0,34;0,3;260;2,45
19/05/2017;09:00;0,56;1,48;2,06;264;1,83
19/05/2017;08:00;0,22;0,36;0,44;239;1,46
19/05/2017;07:00;0,16;0,07;0,23;244;1,05
19/05/2017;06:00;0,26;0,07;0,23;225;1,24
19/05/2017;05:00;0,25;0,07;0,21;226;0,83
19/05/2017;04:00;0,25;0,07;0,21;238;0,9
19/05/2017;03:00;0,25;0,07;0,21;216;0,83
19/05/2017;02:00;0,25;0,07;0,18;226;0,78
19/05/2017;01:00;0,29;0,07;0,2;223;1,34
18/05/2017;24:00;0,25;0,07;0,12;;
18/05/2017;23:00;0,25;0,07;0,21;226;1,75
18/05/2017;22:00;0,26;0,22;0,29;259;0,79
18/05/2017;21:00;0,59;0,53;0,53;273;1,91
18/05/2017;20:00;0,9;0,78;0,85;277;0,34
18/05/2017;19:00;0,36;0,63;0,88;288;1,89
18/05/2017;18:00;1,3;4,16;2,52;280;2,56
18/05/2017;17:00;1,5;4,9;2,7;322;3,69
18/05/2017;16:00;1,83;6,65;3,82;319;4,73
18/05/2017;15:00;1,9;5,91;3,95;324;4,73
18/05/2017;14:00;1,36;2,72;2,58;324;4,09
18/05/2017;13:00;0,41;0,43;0,56;294;2,2
18/05/2017;12:00;0,39;0,47;0,64;275;2,14
18/05/2017;11:00;0,43;0,72;0,96;267;1,38
18/05/2017;10:00;0,55;1,04;1,24;258;1,37
18/05/2017;09:00;0,59;1,05;1,25;264;1,52
18/05/2017;08:00;0,95;1,99;2,15;262;1,45
18/05/2017;07:00;2,39;4,48;5,04;291;1,96
18/05/2017;06:00;2,02;2,51;2,86;313;3,12
18/05/2017;05:00;0,95;1,15;1,49;300;2,26
18/05/2017;04:00;1,31;1,36;1,46;298;1,7
18/05/2017;03:00;0,82;0,81;0,9;309;1,68
18/05/2017;02:00;0,41;0,88;0,68;274;0,73
18/05/2017;01:00;0,79;1,77;1,66;274;1,09
17/05/2017;24:00;1,33;2,15;2,47;;
17/05/2017;23:00;1,82;2,97;3,65;321;0,1
17/05/2017;22:00;0,92;2,18;2,94;70;0,16
17/05/2017;21:00;0,96;2,66;3,78;260;0,24
17/05/2017;20:00;0,92;2,18;3,71;98;0,37
17/05/2017;19:00;0,79;0,96;1,71;103;0,46
17/05/2017;18:00;0,55;0,52;0,5;119;0,77
17/05/2017;17:00;1,03;0,76;0,94;42;0,15
17/05/2017;16:00;0,76;0,54;0,95;331;1,27
17/05/2017;15:00;0,82;0,58;1,21;335;1,4
17/05/2017;14:00;1,4;0,94;1,24;336;2,75
17/05/2017;13:00;1,51;0,8;1,14;328;2,94
17/05/2017;12:00;1,26;0,64;1,04;334;2,26
17/05/2017;11:00;1,33;0,76;1,04;331;1,64
17/05/2017;10:00;3,06;0,79;1,39;353;0,33
17/05/2017;09:00;2,98;1,37;2,13;341;0,49
17/05/2017;08:00;2,76;0,98;1,61;334;0,3
17/05/2017;07:00;2,36;3,04;3,72;333;0,42
17/05/2017;06:00;1,71;2,8;5,73;2;0,21
17/05/2017;05:00;1,07;1,58;3,36;99;0,37
17/05/2017;04:00;0,95;1,21;2,48;131;0,42
17/05/2017;03:00;0,69;0,74;1,31;119;0,43
17/05/2017;02:00;0,59;0,61;1,14;139;0,4
17/05/2017;01:00;0,48;0,34;0,64;141;0,4
16/05/2017;24:00;0,34;0,41;0,61;135;0,35
16/05/2017;23:00;0,47;0,49;0,58;129;0,23
16/05/2017;22:00;0,37;0,18;0,38;68;0,16
16/05/2017;21:00;0,39;0,3;0,38;326;0,2
16/05/2017;20:00;0,44;0,35;0,36;18;0,15
16/05/2017;19:00;0,73;0,38;0,37;311;0,24
16/05/2017;18:00;1,67;1,11;1;329;2,17
16/05/2017;17:00;2;1,82;1,41;329;2,13
16/05/2017;16:00;2,44;3,41;2,2;327;1,87
16/05/2017;15:00;1,52;1,6;1,45;327;2,27
16/05/2017;14:00;1,96;1,5;1,69;328;1,83
16/05/2017;13:00;2,56;3,58;2,47;332;1,01
16/05/2017;12:00;3,42;6,21;3,96;330;2,2
16/05/2017;11:00;1,62;6,98;5,49;332;0,51
16/05/2017;10:00;1,19;4,56;6,07;105;0,84
16/05/2017;09:00;2,22;6,93;6,64;104;0,7
16/05/2017;08:00;2,01;5,1;6,25;92;0,42
16/05/2017;07:00;3,47;8,16;8,84;104;0,4
16/05/2017;06:00;1,39;4,6;7;90;0,26
16/05/2017;05:00;1,29;4,28;6,64;126;0,44
16/05/2017;04:00;0,97;3,45;6,07;85;0,19
16/05/2017;03:00;1,62;4,23;5,61;113;0,39
16/05/2017;02:00;2,53;5,24;6,82;130;0,46
16/05/2017;01:00;1,03;3,4;6,01;37;0,26
15/05/2017;24:00;1,04;3,31;4,97;125;0,41
15/05/2017;23:00;1,34;2,18;3,11;112;0,53
15/05/2017;22:00;1,22;1,69;2,16;125;0,46
15/05/2017;21:00;1,69;1,17;1,25;143;0,44
15/05/2017;20:00;1,79;1,3;1,35;318;0,62
15/05/2017;19:00;1,04;0,86;0,77;315;0,18
15/05/2017;18:00;1,54;1,26;1,03;346;0,45
15/05/2017;17:00;2,27;1,69;1,65;328;1,83
15/05/2017;16:00;1,65;1,06;1,62;330;0,89
15/05/2017;15:00;1,54;1;0,94;331;1,63
15/05/2017;14:00;1,56;0,93;0,68;327;2,42
15/05/2017;13:00;2;2,05;1,4;324;3,19
15/05/2017;12:00;2,63;2,93;2,38;326;3,12
15/05/2017;11:00;1,38;1,39;2,29;325;2,16
15/05/2017;10:00;0,38;0,4;0,41;200;1,93
15/05/2017;09:00;0,34;0,29;0,39;192;2,03
15/05/2017;08:00;0,59;1,13;1,39;190;1,81
15/05/2017;07:00;2,43;3,03;4,35;145;0,72
15/05/2017;06:00;1,86;1,28;3,02;107;0,88
15/05/2017;05:00;1,07;1,1;1,88;101;0,55
15/05/2017;04:00;0,77;1,11;1,88;91;0,72
15/05/2017;03:00;0,75;1,05;1,83;88;0,74
15/05/2017;02:00;0,67;1,27;1,98;86;0,49
15/05/2017;01:00;0,73;1,63;2,55;106;0,45
14/05/2017;24:00;0,55;1,63;2,55;128;0,43
14/05/2017;23:00;0,61;1,66;2,24;134;0,4
14/05/2017;22:00;1,13;3,38;4,04;147;0,41
14/05/2017;21:00;0,93;1,58;2,6;127;0,38
14/05/2017;20:00;0,65;0,72;0,87;108;0,41
14/05/2017;19:00;1,01;0,7;0,75;72;0,2
14/05/2017;18:00;0,97;0,51;0,58;333;0,84
14/05/2017;17:00;1,19;0,89;0,75;329;1,29
14/05/2017;16:00;1,33;1,08;0,77;322;1,98
14/05/2017;15:00;1,5;1,51;1,03;322;2,35
14/05/2017;14:00;1,85;1,81;1,25;326;2,5
14/05/2017;13:00;1,56;1,59;1,44;329;2,57
14/05/2017;12:00;2,9;2,71;2,19;323;1,92
14/05/2017;11:00;0,63;0,57;0,57;285;0,76
14/05/2017;10:00;0,28;0,29;0,57;233;0,12
14/05/2017;09:00;0,96;1,56;2,46;81;0,19
14/05/2017;08:00;1,09;1,16;2,39;79;0,35
14/05/2017;07:00;1,2;1,09;2,04;98;0,41
14/05/2017;06:00;1,19;1,25;2,01;112;0,46
14/05/2017;05:00;1,07;1,01;1,51;127;0,41
14/05/2017;04:00;0,97;0,98;1,54;138;0,48
14/05/2017;03:00;0,84;0,61;0,86;140;0,33
14/05/2017;02:00;1,3;1,29;1,44;35;0,17
14/05/2017;01:00;0,66;0,71;1,1;329;0,83
13/05/2017;24:00;0,85;0,63;0,93;;
13/05/2017;23:00;0,55;0,91;1,27;229;1,05
13/05/2017;22:00;0,68;1,03;1,58;173;0,43
13/05/2017;21:00;0,71;0,74;1,09;138;0,4
13/05/2017;20:00;0,51;0,44;0,6;155;0,37
13/05/2017;19:00;0,79;0,41;0,57;236;0,37
13/05/2017;18:00;0,85;0,67;0,93;318;0,5
13/05/2017;17:00;0,64;0,41;0,43;296;0,62
13/05/2017;16:00;0,5;0,15;0,35;330;1,19
13/05/2017;15:00;0,29;0,07;0,19;4;1,34
13/05/2017;14:00;0,19;0,07;0,16;9;2,13
13/05/2017;13:00;0,4;0,24;0,23;7;2,08
13/05/2017;12:00;0,47;0,41;0,57;14;1,83
13/05/2017;11:00;0,52;0,49;0,82;31;0,93
13/05/2017;10:00;0,44;0,38;0,49;83;0,67
13/05/2017;09:00;0,49;0,3;0,4;103;0,35
13/05/2017;08:00;0,92;0,44;0,61;122;0,07
13/05/2017;07:00;0,73;0,5;0,68;298;0,19
13/05/2017;06:00;0,57;0,43;0,55;161;0,12
13/05/2017;05:00;0,5;0,57;0,97;155;0,31
13/05/2017;04:00;0,5;0,41;0,6;138;0,42
13/05/2017;03:00;0,41;0,36;0,4;193;0,23
13/05/2017;02:00;0,41;0,69;1,11;321;0,15
13/05/2017;01:00;0,41;0,51;0,71;101;0,18
12/05/2017;24:00;0,46;0,69;1,17;;
12/05/2017;23:00;0,49;0,56;0,79;136;0,38
12/05/2017;22:00;0,56;0,55;0,66;122;0,38
12/05/2017;21:00;1,55;1,61;1,88;151;0,31
12/05/2017;20:00;1,27;0,89;1,39;300;0,71
12/05/2017;19:00;1,15;0,58;0,67;321;0,27
12/05/2017;18:00;0,88;0,49;0,59;318;0,53
12/05/2017;17:00;0,75;0,32;0,44;60;0,12
12/05/2017;16:00;0,35;0,17;0,32;274;0,73
12/05/2017;15:00;0,35;0,11;0,24;196;1,65
12/05/2017;14:00;0,35;0,19;0,26;181;3,01
12/05/2017;13:00;0,35;0,15;0,31;186;2,47
12/05/2017;12:00;0,35;0,09;0,22;195;2,54
12/05/2017;11:00;0,35;0,17;0,26;183;2,19
12/05/2017;10:00;0,37;0,14;0,21;188;2,39
12/05/2017;09:00;0,35;0,22;0,28;188;2,64
12/05/2017;08:00;0,38;0,21;0,34;198;2,55
12/05/2017;07:00;0,35;0,07;0,24;191;3,79
12/05/2017;06:00;0,35;0,07;0,17;183;3,06
12/05/2017;05:00;0,35;0,07;0,1;192;3,2
12/05/2017;04:00;0,35;0,07;0,1;185;4,73
12/05/2017;03:00;0,35;0,07;0,1;187;5,23
12/05/2017;02:00;0,35;0,07;0,12;191;4,98
12/05/2017;01:00;0,35;0,07;0,23;187;5,06
11/05/2017;24:00;0,35;0,07;0,31;190;4
11/05/2017;23:00;0,35;0,07;0,16;192;3,4
11/05/2017;22:00;0,35;0,07;0,21;189;4,5
11/05/2017;21:00;0,35;0,11;0,25;187;4,56
11/05/2017;20:00;0,35;0,22;0,31;195;2,92
11/05/2017;19:00;0,48;0,4;0,67;182;3,74
11/05/2017;18:00;0,93;0,61;1,09;156;0,77
11/05/2017;17:00;0,56;0,23;0,48;318;2,1
11/05/2017;16:00;0,35;0,21;0,41;207;2,1
11/05/2017;15:00;0,35;0,11;0,28;183;2,58
11/05/2017;14:00;0,35;0,07;0,32;197;1,86
11/05/2017;13:00;0,36;0,19;0,48;207;2,26
11/05/2017;12:00;0,35;0,3;0,55;208;3,62
11/05/2017;11:00;0,41;0,44;1,22;211;3,84
11/05/2017;10:00;0,5;1,14;5;201;3,19
11/05/2017;09:00;0,35;0,45;5,03;198;1,99
11/05/2017;08:00;0,35;0,07;0,21;197;3,06
11/05/2017;07:00;0,35;0,07;0,21;185;4,56
11/05/2017;06:00;0,37;0,07;0,16;183;3,71
11/05/2017;05:00;0,35;0,07;0,13;190;3,4
11/05/2017;04:00;0,35;0,07;0,13;195;3,6
11/05/2017;03:00;0,35;0,07;0,13;185;3,64
11/05/2017;02:00;0,35;0,15;0,21;184;3,68
11/05/2017;01:00;0,35;0,32;0,23;184;3,63
10/05/2017;24:00;0,46;0,51;0,48;;
10/05/2017;23:00;0,9;1,24;1,85;196;1,23
10/05/2017;22:00;0,99;1,15;1,76;145;0,31
10/05/2017;21:00;1,01;1,1;1,69;158;0,18
10/05/2017;20:00;0,7;0,69;1,11;198;0,23
10/05/2017;19:00;0,74;0,46;0,55;130;0,4
10/05/2017;18:00;0,76;0,44;0,45;2;0,52
10/05/2017;17:00;0,63;0,56;0,39;357;0,81
10/05/2017;16:00;1,42;1,09;0,75;6;1,18
10/05/2017;15:00;1,11;0,73;0,55;325;2,01
10/05/2017;14:00;1,22;0,83;0,53;328;3,16
10/05/2017;13:00;1,24;0,79;0,58;327;3,47
10/05/2017;12:00;1,74;1,01;0,95;324;3,46
10/05/2017;11:00;0,59;0,32;0,43;322;2,65
10/05/2017;10:00;0,24;0,22;0,44;184;2,91
10/05/2017;09:00;0,58;1;1,13;178;3,69
10/05/2017;08:00;1,92;3;4,05;188;1,63
10/05/2017;07:00;2,32;3,08;4,31;96;0,28
10/05/2017;06:00;2,54;2,99;4,28;107;0,42
10/05/2017;05:00;2,48;2,25;3,57;129;0,21
10/05/2017;04:00;2,15;1,86;3,16;122;0,36
10/05/2017;03:00;2,13;2,11;3,33;103;1,3
10/05/2017;02:00;1,79;1,85;2,8;115;0,34
10/05/2017;01:00;1,6;1,71;2,21;127;0,37
09/05/2017;24:00;1,84;2,03;2,62;;
09/05/2017;23:00;1,46;2,76;3,62;322;0,56
09/05/2017;22:00;2,21;2,61;3,86;157;0,28
09/05/2017;21:00;3,18;2,22;3,66;137;0,38
09/05/2017;20:00;3,3;2,61;3,41;133;0,28
09/05/2017;19:00;3,51;1,71;2,46;245;0,25
09/05/2017;18:00;2,92;1,56;2,42;294;0,37
09/05/2017;17:00;3,5;1,07;1,68;298;0,39
09/05/2017;16:00;3,12;1,2;1,83;331;0,78
09/05/2017;15:00;3,31;1,13;2,37;302;0,91
09/05/2017;14:00;1,16;0,77;0,85;281;1,2
09/05/2017;13:00;1,08;0,92;0,92;322;1,4
09/05/2017;12:00;0,89;1,03;1,2;329;1,91
09/05/2017;11:00;1,12;1,69;2,2;359;1,03
09/05/2017;10:00;1,05;1,95;2,78;57;1
09/05/2017;09:00;0,81;1,87;2,81;76;1,54
09/05/2017;08:00;0,94;3,24;4,18;102;1,54
09/05/2017;07:00;0,95;2,66;3,62;79;0,39
09/05/2017;06:00;0,96;3,18;5,05;112;0,4
09/05/2017;05:00;0,94;4,12;6,61;116;0,4
09/05/2017;04:00;0,75;4,29;7,2;122;0,38
09/05/2017;03:00;0,75;3,16;6,26;123;0,4
09/05/2017;02:00;0,96;3,3;5,47;117;0,38
09/05/2017;01:00;1,65;4,38;7,37;107;0,29
08/05/2017;24:00;0,59;3,79;7,65;;
08/05/2017;23:00;0,68;2,16;4,99;141;0,41
08/05/2017;22:00;0,87;1,23;2,46;144;0,39
08/05/2017;21:00;0,85;0,74;1,4;148;0,39
08/05/2017;20:00;0,8;0,46;0,52;201;0,33
08/05/2017;19:00;1,06;0,93;1,07;253;1,03
08/05/2017;18:00;0,9;0,62;0,75;271;1,3
08/05/2017;17:00;0,6;0,46;0,5;276;1,35
08/05/2017;16:00;0,79;0,55;0,66;293;1,13
08/05/2017;15:00;0,75;0,48;0,54;295;1,24
08/05/2017;14:00;0,65;0,63;0,49;291;1
08/05/2017;13:00;0,79;0,98;0,84;336;1,75
08/05/2017;12:00;1,27;1,88;1,63;334;1,5
08/05/2017;11:00;1,14;2,22;2,4;329;1,2
08/05/2017;10:00;1,14;2,35;2,43;77;1,1
08/05/2017;09:00;1,36;3,84;4,57;69;0,72
08/05/2017;08:00;0,99;3,22;4,26;99;0,59
08/05/2017;07:00;1,01;2;2,62;90;0,34
08/05/2017;06:00;0,87;2,03;2,33;108;0,47
08/05/2017;05:00;0,75;2,17;2,15;111;0,4
08/05/2017;04:00;0,67;2,36;2,28;116;0,4
08/05/2017;03:00;0,76;2,46;2,43;118;0,49
08/05/2017;02:00;0,66;2,27;1,7;124;0,45
08/05/2017;01:00;0,61;1,76;1,3;140;0,46
07/05/2017;24:00;0,57;1,98;1,29;;
07/05/2017;23:00;0,69;1,89;1,36;134;0,45
07/05/2017;22:00;0,79;0,96;1,08;132;0,46
07/05/2017;21:00;0,76;0,56;0,7;147;0,29
07/05/2017;20:00;1,33;0,74;0,78;289;0,32
07/05/2017;19:00;0,95;0,73;0,79;314;1,04
07/05/2017;18:00;1,08;1,02;0,89;289;0,76
07/05/2017;17:00;1,26;1,2;1,31;284;0,96
07/05/2017;16:00;0,88;0,89;1;278;1,45
07/05/2017;15:00;0,88;0,62;0,81;292;1,11
07/05/2017;14:00;0,35;0,38;0,32;303;0,84
07/05/2017;13:00;0,39;0,36;0,31;355;1,54
07/05/2017;12:00;0,38;0,38;0,36;358;1,42
07/05/2017;11:00;0,5;0,59;0,74;17;1,24
07/05/2017;10:00;0,61;0,94;1,49;76;0,68
07/05/2017;09:00;0,57;0,85;1,48;76;0,24
07/05/2017;08:00;0,55;1,09;1,85;94;0,41
07/05/2017;07:00;0,5;1,32;2,43;93;0,44
07/05/2017;06:00;0,57;1,53;2,4;111;0,38
07/05/2017;05:00;0,57;2,07;2,45;117;0,37
07/05/2017;04:00;0,63;1,92;2,74;120;0,39
07/05/2017;03:00;0,73;2,42;3,57;113;0,4
07/05/2017;02:00;0,75;1,86;2,67;123;0,43
07/05/2017;01:00;0,88;1,55;1,95;135;0,34
06/05/2017;24:00;0,6;1,23;1,53;;
06/05/2017;23:00;0,43;0,44;0,49;140;0,31
06/05/2017;22:00;0,52;0,59;0,66;148;0,44
06/05/2017;21:00;0,72;0,71;1,08;149;0,44
06/05/2017;20:00;1,16;0,67;1,03;143;0,32
06/05/2017;19:00;0,96;0,56;0,98;351;0,33
06/05/2017;18:00;0,66;0,44;0,41;19;0,41
06/05/2017;17:00;0,68;0,41;0,32;327;1,27
06/05/2017;16:00;0,77;0,38;0,35;330;2,26
06/05/2017;15:00;0,99;0,63;0,49;328;2,96
06/05/2017;14:00;1,38;0,95;0,78;324;3,02
06/05/2017;13:00;1,36;0,94;0,73;325;3,36
06/05/2017;12:00;1,18;0,72;0,57;326;2,81
06/05/2017;11:00;0,91;0,7;0,68;326;3,03
06/05/2017;10:00;0,41;0,35;0,32;288;0,78
06/05/2017;09:00;0,41;0,21;0,33;249;1,31
06/05/2017;08:00;0,39;0,17;0,23;228;2,23
06/05/2017;07:00;0,36;0,2;0,21;206;2,66
06/05/2017;06:00;0,36;0,22;0,23;207;2,58
06/05/2017;05:00;0,38;0,39;0,32;211;1,12
06/05/2017;04:00;0,59;0,91;1,14;199;1,14
06/05/2017;03:00;0,61;0,88;1,25;135;0,34
06/05/2017;02:00;0,44;0,62;0,82;118;0,25
06/05/2017;01:00;0,51;0,67;0,76;142;0,7
05/05/2017;24:00;0,5;0,74;0,86;;
05/05/2017;23:00;0,56;0,74;0,9;113;0,3
05/05/2017;22:00;0,6;0,86;0,89;148;0,1
05/05/2017;21:00;0,81;1,58;1,7;31;0,19
05/05/2017;20:00;0,64;1,1;0,97;320;0,08
05/05/2017;19:00;0,65;1,49;1,19;156;0,38
05/05/2017;18:00;0,62;0,9;1,06;130;0,41
05/05/2017;17:00;0,7;0,92;0,82;146;0,26
05/05/2017;16:00;1,37;1,42;1,7;290;1,54
05/05/2017;15:00;1,44;1,08;1,15;296;1,6
