Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
05/05/2017;22:00;0,2;"Muy buena / ";0,24;1;11;Muy buena / Oso ona;13;5;Muy buena / Oso ona;6;Muy buena / Oso ona
05/05/2017;21:00;0,22;"Muy buena / ";0,25;2;21;Muy buena / Oso ona;24;12;Muy buena / Oso ona;0;Muy buena / Oso ona
05/05/2017;20:00;0,24;"Muy buena / ";0,32;6;28;Muy buena / Oso ona;37;16;Muy buena / Oso ona;11;Muy buena / Oso ona
05/05/2017;19:00;0,23;"Muy buena / ";0,32;5;22;Muy buena / Oso ona;29;18;Muy buena / Oso ona;18;Muy buena / Oso ona
05/05/2017;18:00;0,23;"Muy buena / ";0,34;6;20;Muy buena / Oso ona;29;43;Buena / Ona;16;Muy buena / Oso ona
05/05/2017;17:00;0,23;"Muy buena / ";0,35;6;18;Muy buena / Oso ona;27;49;Buena / Ona;24;Muy buena / Oso ona
05/05/2017;16:00;0,24;"Muy buena / ";0,4;8;29;Muy buena / Oso ona;41;37;Muy buena / Oso ona;21;Muy buena / Oso ona
05/05/2017;15:00;0,32;"Muy buena / ";0,48;9;36;Muy buena / Oso ona;49;16;Muy buena / Oso ona;8;Muy buena / Oso ona
05/05/2017;14:00;0,26;"Muy buena / ";0,58;16;27;Muy buena / Oso ona;50;14;Muy buena / Oso ona;3;Muy buena / Oso ona
05/05/2017;13:00;0,41;"Muy buena / ";0,6;21;49;Muy buena / Oso ona;81;26;Muy buena / Oso ona;5;Muy buena / Oso ona
05/05/2017;12:00;0,68;"Muy buena / ";0,54;34;69;Muy buena / Oso ona;122;15;Muy buena / Oso ona;3;Muy buena / Oso ona
05/05/2017;11:00;0,3;"Muy buena / ";0,53;14;43;Muy buena / Oso ona;64;26;Muy buena / Oso ona;8;Muy buena / Oso ona
05/05/2017;10:00;0,27;"Muy buena / ";0,52;10;43;Muy buena / Oso ona;57;32;Muy buena / Oso ona;9;Muy buena / Oso ona
05/05/2017;09:00;0,6;"Muy buena / ";0,52;43;59;Muy buena / Oso ona;124;29;Muy buena / Oso ona;11;Muy buena / Oso ona
05/05/2017;08:00;0,45;"Muy buena / ";0,48;26;69;Muy buena / Oso ona;109;34;Muy buena / Oso ona;18;Muy buena / Oso ona
05/05/2017;07:00;1,47;"Muy buena / ";0,4;166;87;Muy buena / Oso ona;342;28;Muy buena / Oso ona;14;Muy buena / Oso ona
05/05/2017;06:00;0,63;"Muy buena / ";0,31;135;68;Muy buena / Oso ona;275;22;Muy buena / Oso ona;10;Muy buena / Oso ona
05/05/2017;05:00;0,3;"Muy buena / ";0,3;13;41;Muy buena / Oso ona;61;14;Muy buena / Oso ona;7;Muy buena / Oso ona
05/05/2017;04:00;0,24;"Muy buena / ";0,3;8;32;Muy buena / Oso ona;44;14;Muy buena / Oso ona;15;Muy buena / Oso ona
05/05/2017;03:00;0,24;"Muy buena / ";0,3;5;30;Muy buena / Oso ona;38;21;Muy buena / Oso ona;23;Muy buena / Oso ona
05/05/2017;02:00;0,28;"Muy buena / ";0,31;6;34;Muy buena / Oso ona;42;21;Muy buena / Oso ona;19;Muy buena / Oso ona
05/05/2017;01:00;0,31;"Muy buena / ";0,32;9;31;Muy buena / Oso ona;45;21;Muy buena / Oso ona;12;Muy buena / Oso ona
04/05/2017;24:00;0,34;"Muy buena / ";0,32;4;42;Muy buena / Oso ona;47;17;Muy buena / Oso ona;11;Muy buena / Oso ona
04/05/2017;23:00;0,35;"Muy buena / ";0,33;5;50;Muy buena / Oso ona;57;19;Muy buena / Oso ona;9;Muy buena / Oso ona
04/05/2017;22:00;0,37;"Muy buena / ";0,34;3;48;Muy buena / Oso ona;53;14;Muy buena / Oso ona;7;Muy buena / Oso ona
04/05/2017;21:00;0,27;"Muy buena / ";0,32;2;22;Muy buena / Oso ona;24;19;Muy buena / Oso ona;4;Muy buena / Oso ona
04/05/2017;20:00;0,25;"Muy buena / ";0,34;5;21;Muy buena / Oso ona;27;23;Muy buena / Oso ona;6;Muy buena / Oso ona
04/05/2017;19:00;0,32;"Muy buena / ";0,34;7;23;Muy buena / Oso ona;34;25;Muy buena / Oso ona;7;Muy buena / Oso ona
04/05/2017;18:00;0,31;"Muy buena / ";0,34;8;20;Muy buena / Oso ona;31;27;Muy buena / Oso ona;14;Muy buena / Oso ona
04/05/2017;17:00;0,35;"Muy buena / ";0,34;17;33;Muy buena / Oso ona;59;22;Muy buena / Oso ona;11;Muy buena / Oso ona
04/05/2017;16:00;0,36;"Muy buena / ";0,35;22;37;Muy buena / Oso ona;70;26;Muy buena / Oso ona;10;Muy buena / Oso ona
04/05/2017;15:00;0,43;"Muy buena / ";0,39;22;46;Muy buena / Oso ona;80;27;Muy buena / Oso ona;14;Muy buena / Oso ona
04/05/2017;14:00;0,33;"Muy buena / ";0,42;13;29;Muy buena / Oso ona;49;25;Muy buena / Oso ona;15;Muy buena / Oso ona
04/05/2017;13:00;0,28;"Muy buena / ";0,42;15;28;Muy buena / Oso ona;52;22;Muy buena / Oso ona;11;Muy buena / Oso ona
04/05/2017;12:00;0,35;"Muy buena / ";0,4;21;32;Muy buena / Oso ona;64;13;Muy buena / Oso ona;1;Muy buena / Oso ona
04/05/2017;11:00;0,27;"Muy buena / ";0,39;18;28;Muy buena / Oso ona;54;16;Muy buena / Oso ona;14;Muy buena / Oso ona
04/05/2017;10:00;0,33;"Muy buena / ";0,38;21;33;Muy buena / Oso ona;65;17;Muy buena / Oso ona;8;Muy buena / Oso ona
04/05/2017;09:00;0,4;"Muy buena / ";0,36;45;55;Muy buena / Oso ona;124;22;Muy buena / Oso ona;4;Muy buena / Oso ona
04/05/2017;08:00;0,5;"Muy buena / ";0,33;85;61;Muy buena / Oso ona;191;24;Muy buena / Oso ona;9;Muy buena / Oso ona
04/05/2017;07:00;0,82;"Muy buena / ";0,27;158;54;Muy buena / Oso ona;296;18;Muy buena / Oso ona;7;Muy buena / Oso ona
04/05/2017;06:00;0,45;"Muy buena / ";0,22;80;40;Muy buena / Oso ona;162;15;Muy buena / Oso ona;8;Muy buena / Oso ona
04/05/2017;05:00;0,2;"Muy buena / ";0,22;13;35;Muy buena / Oso ona;55;11;Muy buena / Oso ona;8;Muy buena / Oso ona
04/05/2017;04:00;0,19;"Muy buena / ";0,23;5;30;Muy buena / Oso ona;38;14;Muy buena / Oso ona;6;Muy buena / Oso ona
04/05/2017;03:00;0,18;"Muy buena / ";0,25;3;26;Muy buena / Oso ona;30;13;Muy buena / Oso ona;7;Muy buena / Oso ona
04/05/2017;02:00;0,2;"Muy buena / ";0,25;3;29;Muy buena / Oso ona;34;14;Muy buena / Oso ona;6;Muy buena / Oso ona
04/05/2017;01:00;0,22;"Muy buena / ";0,26;2;27;Muy buena / Oso ona;30;12;Muy buena / Oso ona;6;Muy buena / Oso ona
03/05/2017;24:00;0,21;"Muy buena / ";0,28;3;21;Muy buena / Oso ona;26;14;Muy buena / Oso ona;3;Muy buena / Oso ona
03/05/2017;23:00;0,22;"Muy buena / ";0,29;1;16;Muy buena / Oso ona;18;16;Muy buena / Oso ona;4;Muy buena / Oso ona
03/05/2017;22:00;0,26;"Muy buena / ";0,29;1;18;Muy buena / Oso ona;20;17;Muy buena / Oso ona;8;Muy buena / Oso ona
03/05/2017;21:00;0,29;"Muy buena / ";0,29;3;24;Muy buena / Oso ona;29;20;Muy buena / Oso ona;13;Muy buena / Oso ona
03/05/2017;20:00;0,32;"Muy buena / ";0,29;11;39;Muy buena / Oso ona;56;21;Muy buena / Oso ona;5;Muy buena / Oso ona
03/05/2017;19:00;0,28;"Muy buena / ";0,29;10;23;Muy buena / Oso ona;38;14;Muy buena / Oso ona;5;Muy buena / Oso ona
03/05/2017;18:00;0,27;"Muy buena / ";0,3;11;21;Muy buena / Oso ona;37;17;Muy buena / Oso ona;12;Muy buena / Oso ona
03/05/2017;17:00;0,33;"Muy buena / ";0,31;17;22;Muy buena / Oso ona;48;15;Muy buena / Oso ona;14;Muy buena / Oso ona
03/05/2017;16:00;0,28;"Muy buena / ";0,33;18;22;Muy buena / Oso ona;49;16;Muy buena / Oso ona;9;Muy buena / Oso ona
03/05/2017;15:00;0,3;"Muy buena / ";0,35;12;19;Muy buena / Oso ona;37;19;Muy buena / Oso ona;6;Muy buena / Oso ona
03/05/2017;14:00;0,25;"Muy buena / ";0,39;10;18;Muy buena / Oso ona;34;15;Muy buena / Oso ona;7;Muy buena / Oso ona
03/05/2017;13:00;0,3;"Muy buena / ";0,4;12;20;Muy buena / Oso ona;39;14;Muy buena / Oso ona;7;Muy buena / Oso ona
03/05/2017;12:00;0,33;"Muy buena / ";0,4;14;23;Muy buena / Oso ona;45;21;Muy buena / Oso ona;0;Muy buena / Oso ona
03/05/2017;11:00;0,27;"Muy buena / ";0,39;10;17;Muy buena / Oso ona;32;;Sin datos / Daturik gabe;8;Muy buena / Oso ona
03/05/2017;10:00;0,38;"Muy buena / ";0,38;25;34;Muy buena / Oso ona;72;;Sin datos / Daturik gabe;38;Buena / Ona
03/05/2017;09:00;0,44;"Muy buena / ";0,36;49;51;Muy buena / Oso ona;126;77;Mejorable / Hobetzeko modukoa;24;Muy buena / Oso ona
03/05/2017;08:00;0,43;"Muy buena / ";0,33;68;47;Muy buena / Oso ona;151;26;Muy buena / Oso ona;5;Muy buena / Oso ona
03/05/2017;07:00;0,54;"Muy buena / ";0,3;85;48;Muy buena / Oso ona;179;19;Muy buena / Oso ona;7;Muy buena / Oso ona
03/05/2017;06:00;0,56;"Muy buena / ";0,25;128;51;Muy buena / Oso ona;247;13;Muy buena / Oso ona;5;Muy buena / Oso ona
03/05/2017;05:00;0,28;"Muy buena / ";0,24;22;28;Muy buena / Oso ona;62;12;Muy buena / Oso ona;5;Muy buena / Oso ona
03/05/2017;04:00;0,25;"Muy buena / ";0,23;5;24;Muy buena / Oso ona;31;11;Muy buena / Oso ona;6;Muy buena / Oso ona
03/05/2017;03:00;0,23;"Muy buena / ";0,23;2;21;Muy buena / Oso ona;24;14;Muy buena / Oso ona;15;Muy buena / Oso ona
03/05/2017;02:00;0,23;"Muy buena / ";0,24;2;21;Muy buena / Oso ona;24;11;Muy buena / Oso ona;3;Muy buena / Oso ona
03/05/2017;01:00;0,24;"Muy buena / ";0,25;2;35;Muy buena / Oso ona;38;12;Muy buena / Oso ona;3;Muy buena / Oso ona
02/05/2017;24:00;0,24;"Muy buena / ";0,25;1;19;Muy buena / Oso ona;21;11;Muy buena / Oso ona;7;Muy buena / Oso ona
02/05/2017;23:00;0,24;"Muy buena / ";0,25;1;12;Muy buena / Oso ona;14;13;Muy buena / Oso ona;1;Muy buena / Oso ona
02/05/2017;22:00;0,25;"Muy buena / ";0,26;2;11;Muy buena / Oso ona;15;18;Muy buena / Oso ona;3;Muy buena / Oso ona
02/05/2017;21:00;0,21;"Muy buena / ";0,27;2;9;Muy buena / Oso ona;12;18;Muy buena / Oso ona;3;Muy buena / Oso ona
02/05/2017;20:00;0,23;"Muy buena / ";0,27;2;10;Muy buena / Oso ona;13;24;Muy buena / Oso ona;4;Muy buena / Oso ona
02/05/2017;19:00;0,28;"Muy buena / ";0,27;6;26;Muy buena / Oso ona;35;34;Muy buena / Oso ona;6;Muy buena / Oso ona
02/05/2017;18:00;0,29;"Muy buena / ";0,27;7;22;Muy buena / Oso ona;32;36;Muy buena / Oso ona;7;Muy buena / Oso ona
02/05/2017;17:00;0,26;"Muy buena / ";0,28;6;16;Muy buena / Oso ona;25;31;Muy buena / Oso ona;5;Muy buena / Oso ona
02/05/2017;16:00;0,26;"Muy buena / ";0,29;7;21;Muy buena / Oso ona;32;26;Muy buena / Oso ona;10;Muy buena / Oso ona
02/05/2017;15:00;0,32;"Muy buena / ";0,32;16;33;Muy buena / Oso ona;57;37;Muy buena / Oso ona;13;Muy buena / Oso ona
02/05/2017;14:00;0,28;"Muy buena / ";0,35;12;25;Muy buena / Oso ona;44;27;Muy buena / Oso ona;6;Muy buena / Oso ona
02/05/2017;13:00;0,25;"Muy buena / ";0,35;8;20;Muy buena / Oso ona;33;11;Muy buena / Oso ona;1;Muy buena / Oso ona
02/05/2017;12:00;0,26;"Muy buena / ";0,34;10;31;Muy buena / Oso ona;45;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
02/05/2017;11:00;;"Sin datos / ";0,34;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
02/05/2017;10:00;0,29;"Muy buena / ";0,32;17;36;Muy buena / Oso ona;63;16;Muy buena / Oso ona;7;Muy buena / Oso ona
02/05/2017;09:00;0,33;"Muy buena / ";0,31;20;45;Muy buena / Oso ona;76;21;Muy buena / Oso ona;27;Buena / Ona
02/05/2017;08:00;0,47;"Muy buena / ";0,3;50;70;Muy buena / Oso ona;146;24;Muy buena / Oso ona;17;Muy buena / Oso ona
02/05/2017;07:00;0,46;"Muy buena / ";0,27;41;59;Muy buena / Oso ona;121;26;Muy buena / Oso ona;7;Muy buena / Oso ona
02/05/2017;06:00;0,39;"Muy buena / ";0,24;32;48;Muy buena / Oso ona;96;22;Muy buena / Oso ona;8;Muy buena / Oso ona
02/05/2017;05:00;0,25;"Muy buena / ";0,24;9;21;Muy buena / Oso ona;35;14;Muy buena / Oso ona;2;Muy buena / Oso ona
02/05/2017;04:00;0,21;"Muy buena / ";0,25;2;14;Muy buena / Oso ona;17;9;Muy buena / Oso ona;2;Muy buena / Oso ona
02/05/2017;03:00;0,23;"Muy buena / ";0,27;1;19;Muy buena / Oso ona;22;12;Muy buena / Oso ona;5;Muy buena / Oso ona
02/05/2017;02:00;0,22;"Muy buena / ";0,29;2;21;Muy buena / Oso ona;24;12;Muy buena / Oso ona;6;Muy buena / Oso ona
02/05/2017;01:00;0,23;"Muy buena / ";0,29;1;24;Muy buena / Oso ona;26;13;Muy buena / Oso ona;5;Muy buena / Oso ona
01/05/2017;24:00;0,24;"Muy buena / ";0,29;1;29;Muy buena / Oso ona;32;11;Muy buena / Oso ona;3;Muy buena / Oso ona
01/05/2017;23:00;0,28;"Muy buena / ";0,27;2;29;Muy buena / Oso ona;32;14;Muy buena / Oso ona;5;Muy buena / Oso ona
01/05/2017;22:00;0,3;"Muy buena / ";0,26;4;35;Muy buena / Oso ona;42;15;Muy buena / Oso ona;7;Muy buena / Oso ona
01/05/2017;21:00;0,3;"Muy buena / ";0,25;9;49;Muy buena / Oso ona;62;22;Muy buena / Oso ona;8;Muy buena / Oso ona
01/05/2017;20:00;0,34;"Muy buena / ";0,23;12;58;Muy buena / Oso ona;76;27;Muy buena / Oso ona;5;Muy buena / Oso ona
01/05/2017;19:00;0,33;"Muy buena / ";0,21;12;40;Muy buena / Oso ona;58;25;Muy buena / Oso ona;4;Muy buena / Oso ona
01/05/2017;18:00;0,24;"Muy buena / ";0,2;4;21;Muy buena / Oso ona;27;37;Muy buena / Oso ona;9;Muy buena / Oso ona
01/05/2017;17:00;0,21;"Muy buena / ";0,19;3;11;Muy buena / Oso ona;16;33;Muy buena / Oso ona;10;Muy buena / Oso ona
01/05/2017;16:00;0,19;"Muy buena / ";0,2;3;9;Muy buena / Oso ona;13;27;Muy buena / Oso ona;8;Muy buena / Oso ona
01/05/2017;15:00;0,2;"Muy buena / ";0,2;5;8;Muy buena / Oso ona;16;20;Muy buena / Oso ona;5;Muy buena / Oso ona
01/05/2017;14:00;0,17;"Muy buena / ";0,2;3;5;Muy buena / Oso ona;9;21;Muy buena / Oso ona;3;Muy buena / Oso ona
01/05/2017;13:00;0,18;"Muy buena / ";0,21;3;6;Muy buena / Oso ona;11;30;Muy buena / Oso ona;5;Muy buena / Oso ona
01/05/2017;12:00;0,19;"Muy buena / ";0,21;4;8;Muy buena / Oso ona;14;30;Muy buena / Oso ona;3;Muy buena / Oso ona
01/05/2017;11:00;0,2;"Muy buena / ";0,21;5;11;Muy buena / Oso ona;18;18;Muy buena / Oso ona;0;Muy buena / Oso ona
01/05/2017;10:00;0,21;"Muy buena / ";0,21;8;17;Muy buena / Oso ona;29;6;Muy buena / Oso ona;0;Muy buena / Oso ona
01/05/2017;09:00;0,23;"Muy buena / ";0,21;11;20;Muy buena / Oso ona;36;2;Muy buena / Oso ona;0;Muy buena / Oso ona
01/05/2017;08:00;0,26;"Muy buena / ";0,2;10;28;Muy buena / Oso ona;43;4;Muy buena / Oso ona;1;Muy buena / Oso ona
01/05/2017;07:00;0,22;"Muy buena / ";0,19;3;21;Muy buena / Oso ona;26;7;Muy buena / Oso ona;3;Muy buena / Oso ona
01/05/2017;06:00;0,2;"Muy buena / ";0,19;1;19;Muy buena / Oso ona;21;9;Muy buena / Oso ona;2;Muy buena / Oso ona
01/05/2017;05:00;0,2;"Muy buena / ";0,2;1;20;Muy buena / Oso ona;22;7;Muy buena / Oso ona;2;Muy buena / Oso ona
01/05/2017;04:00;0,2;"Muy buena / ";0,2;1;17;Muy buena / Oso ona;19;9;Muy buena / Oso ona;4;Muy buena / Oso ona
01/05/2017;03:00;0,2;"Muy buena / ";0,21;1;19;Muy buena / Oso ona;21;12;Muy buena / Oso ona;13;Muy buena / Oso ona
01/05/2017;02:00;0,19;"Muy buena / ";0,22;1;21;Muy buena / Oso ona;22;19;Muy buena / Oso ona;5;Muy buena / Oso ona
01/05/2017;01:00;0,16;"Muy buena / ";0,23;2;9;Muy buena / Oso ona;11;14;Muy buena / Oso ona;0;Muy buena / Oso ona
30/04/2017;24:00;0,2;"Muy buena / ";0,24;4;22;Muy buena / Oso ona;29;10;Muy buena / Oso ona;1;Muy buena / Oso ona
30/04/2017;23:00;0,21;"Muy buena / ";0,24;5;24;Muy buena / Oso ona;32;8;Muy buena / Oso ona;1;Muy buena / Oso ona
30/04/2017;22:00;0,23;"Muy buena / ";0,24;5;26;Muy buena / Oso ona;33;8;Muy buena / Oso ona;3;Muy buena / Oso ona
30/04/2017;21:00;0,26;"Muy buena / ";0,24;6;38;Muy buena / Oso ona;48;10;Muy buena / Oso ona;2;Muy buena / Oso ona
30/04/2017;20:00;0,26;"Muy buena / ";0,23;6;42;Muy buena / Oso ona;52;8;Muy buena / Oso ona;5;Muy buena / Oso ona
30/04/2017;19:00;0,26;"Muy buena / ";0,22;8;39;Muy buena / Oso ona;51;10;Muy buena / Oso ona;3;Muy buena / Oso ona
30/04/2017;18:00;0,23;"Muy buena / ";0,22;10;34;Muy buena / Oso ona;49;12;Muy buena / Oso ona;5;Muy buena / Oso ona
30/04/2017;17:00;0,23;"Muy buena / ";0,22;9;32;Muy buena / Oso ona;46;16;Muy buena / Oso ona;9;Muy buena / Oso ona
30/04/2017;16:00;0,23;"Muy buena / ";0,22;9;26;Muy buena / Oso ona;39;3;Muy buena / Oso ona;2;Muy buena / Oso ona
30/04/2017;15:00;0,25;"Muy buena / ";0,21;5;23;Muy buena / Oso ona;31;2;Muy buena / Oso ona;0;Muy buena / Oso ona
30/04/2017;14:00;0,21;"Muy buena / ";0,21;7;27;Muy buena / Oso ona;37;10;Muy buena / Oso ona;0;Muy buena / Oso ona
30/04/2017;13:00;0,2;"Muy buena / ";0,2;5;18;Muy buena / Oso ona;26;23;Muy buena / Oso ona;2;Muy buena / Oso ona
30/04/2017;12:00;0,19;"Muy buena / ";0,2;2;11;Muy buena / Oso ona;14;22;Muy buena / Oso ona;2;Muy buena / Oso ona
30/04/2017;11:00;0,23;"Muy buena / ";0,2;7;18;Muy buena / Oso ona;29;14;Muy buena / Oso ona;8;Muy buena / Oso ona
30/04/2017;10:00;0,22;"Muy buena / ";0,19;6;17;Muy buena / Oso ona;26;9;Muy buena / Oso ona;6;Muy buena / Oso ona
30/04/2017;09:00;0,2;"Muy buena / ";0,19;7;17;Muy buena / Oso ona;28;6;Muy buena / Oso ona;7;Muy buena / Oso ona
30/04/2017;08:00;0,2;"Muy buena / ";0,19;5;16;Muy buena / Oso ona;24;7;Muy buena / Oso ona;7;Muy buena / Oso ona
30/04/2017;07:00;0,22;"Muy buena / ";0,18;5;17;Muy buena / Oso ona;25;8;Muy buena / Oso ona;15;Muy buena / Oso ona
30/04/2017;06:00;0,17;"Muy buena / ";0,18;2;9;Muy buena / Oso ona;13;7;Muy buena / Oso ona;14;Muy buena / Oso ona
30/04/2017;05:00;0,17;"Muy buena / ";0,18;1;9;Muy buena / Oso ona;11;4;Muy buena / Oso ona;14;Muy buena / Oso ona
30/04/2017;04:00;0,17;"Muy buena / ";0,19;1;7;Muy buena / Oso ona;9;10;Muy buena / Oso ona;10;Muy buena / Oso ona
30/04/2017;03:00;0,17;"Muy buena / ";0,2;1;8;Muy buena / Oso ona;10;9;Muy buena / Oso ona;4;Muy buena / Oso ona
30/04/2017;02:00;0,18;"Muy buena / ";0,21;2;8;Muy buena / Oso ona;11;10;Muy buena / Oso ona;0;Muy buena / Oso ona
30/04/2017;01:00;0,21;"Muy buena / ";0,22;1;12;Muy buena / Oso ona;14;13;Muy buena / Oso ona;1;Muy buena / Oso ona
29/04/2017;24:00;0,2;"Muy buena / ";0,23;2;14;Muy buena / Oso ona;18;13;Muy buena / Oso ona;0;Muy buena / Oso ona
29/04/2017;23:00;0,2;"Muy buena / ";0,23;3;13;Muy buena / Oso ona;18;10;Muy buena / Oso ona;0;Muy buena / Oso ona
29/04/2017;22:00;0,2;"Muy buena / ";0,24;4;15;Muy buena / Oso ona;21;9;Muy buena / Oso ona;2;Muy buena / Oso ona
29/04/2017;21:00;0,2;"Muy buena / ";0,25;4;19;Muy buena / Oso ona;25;13;Muy buena / Oso ona;9;Muy buena / Oso ona
29/04/2017;20:00;0,25;"Muy buena / ";0,25;3;22;Muy buena / Oso ona;27;21;Muy buena / Oso ona;22;Muy buena / Oso ona
29/04/2017;19:00;0,25;"Muy buena / ";0,25;4;25;Muy buena / Oso ona;31;20;Muy buena / Oso ona;17;Muy buena / Oso ona
29/04/2017;18:00;0,25;"Muy buena / ";0,25;8;24;Muy buena / Oso ona;36;7;Muy buena / Oso ona;1;Muy buena / Oso ona
29/04/2017;17:00;0,28;"Muy buena / ";0,26;7;24;Muy buena / Oso ona;35;9;Muy buena / Oso ona;0;Muy buena / Oso ona
29/04/2017;16:00;0,24;"Muy buena / ";0,27;6;20;Muy buena / Oso ona;29;17;Muy buena / Oso ona;9;Muy buena / Oso ona
29/04/2017;15:00;0,25;"Muy buena / ";0,3;7;18;Muy buena / Oso ona;28;21;Muy buena / Oso ona;13;Muy buena / Oso ona
29/04/2017;14:00;0,25;"Muy buena / ";0,31;8;22;Muy buena / Oso ona;34;13;Muy buena / Oso ona;13;Muy buena / Oso ona
29/04/2017;13:00;0,25;"Muy buena / ";0,32;11;21;Muy buena / Oso ona;38;14;Muy buena / Oso ona;5;Muy buena / Oso ona
29/04/2017;12:00;0,23;"Muy buena / ";0,31;9;25;Muy buena / Oso ona;39;15;Muy buena / Oso ona;8;Muy buena / Oso ona
29/04/2017;11:00;0,26;"Muy buena / ";0,3;13;29;Muy buena / Oso ona;48;8;Muy buena / Oso ona;11;Muy buena / Oso ona
29/04/2017;10:00;0,33;"Muy buena / ";0,29;21;46;Muy buena / Oso ona;78;9;Muy buena / Oso ona;13;Muy buena / Oso ona
29/04/2017;09:00;0,36;"Muy buena / ";0,28;21;52;Muy buena / Oso ona;84;7;Muy buena / Oso ona;1;Muy buena / Oso ona
29/04/2017;08:00;0,46;"Muy buena / ";0,26;51;59;Muy buena / Oso ona;137;9;Muy buena / Oso ona;2;Muy buena / Oso ona
29/04/2017;07:00;0,37;"Muy buena / ";0,23;39;51;Muy buena / Oso ona;111;9;Muy buena / Oso ona;2;Muy buena / Oso ona
29/04/2017;06:00;0,27;"Muy buena / ";0,21;47;40;Muy buena / Oso ona;112;11;Muy buena / Oso ona;4;Muy buena / Oso ona
29/04/2017;05:00;0,21;"Muy buena / ";0,21;4;28;Muy buena / Oso ona;33;10;Muy buena / Oso ona;5;Muy buena / Oso ona
29/04/2017;04:00;0,17;"Muy buena / ";0,22;3;21;Muy buena / Oso ona;25;10;Muy buena / Oso ona;4;Muy buena / Oso ona
29/04/2017;03:00;0,19;"Muy buena / ";0,24;1;22;Muy buena / Oso ona;24;14;Muy buena / Oso ona;5;Muy buena / Oso ona
29/04/2017;02:00;0,2;"Muy buena / ";0,27;2;23;Muy buena / Oso ona;26;12;Muy buena / Oso ona;5;Muy buena / Oso ona
29/04/2017;01:00;0,18;"Muy buena / ";0,29;2;24;Muy buena / Oso ona;26;10;Muy buena / Oso ona;1;Muy buena / Oso ona
28/04/2017;24:00;0,23;"Muy buena / ";0,32;2;38;Muy buena / Oso ona;41;12;Muy buena / Oso ona;6;Muy buena / Oso ona
28/04/2017;23:00;0,28;"Muy buena / ";0,32;5;46;Muy buena / Oso ona;53;14;Muy buena / Oso ona;2;Muy buena / Oso ona
28/04/2017;22:00;0,29;"Muy buena / ";0,33;4;44;Muy buena / Oso ona;49;13;Muy buena / Oso ona;20;Muy buena / Oso ona
28/04/2017;21:00;0,28;"Muy buena / ";0,33;5;25;Muy buena / Oso ona;32;19;Muy buena / Oso ona;15;Muy buena / Oso ona
28/04/2017;20:00;0,29;"Muy buena / ";0,33;9;31;Muy buena / Oso ona;45;23;Muy buena / Oso ona;14;Muy buena / Oso ona
28/04/2017;19:00;0,41;"Muy buena / ";0,33;21;55;Muy buena / Oso ona;87;18;Muy buena / Oso ona;8;Muy buena / Oso ona
28/04/2017;18:00;0,33;"Muy buena / ";0,31;13;35;Muy buena / Oso ona;55;15;Muy buena / Oso ona;9;Muy buena / Oso ona
28/04/2017;17:00;0,34;"Muy buena / ";0,3;19;39;Muy buena / Oso ona;68;14;Muy buena / Oso ona;6;Muy buena / Oso ona
28/04/2017;16:00;0,33;"Muy buena / ";0,3;22;34;Muy buena / Oso ona;66;12;Muy buena / Oso ona;6;Muy buena / Oso ona
28/04/2017;15:00;0,4;"Muy buena / ";0,31;20;39;Muy buena / Oso ona;69;12;Muy buena / Oso ona;7;Muy buena / Oso ona
28/04/2017;14:00;0,29;"Muy buena / ";0,31;16;27;Muy buena / Oso ona;52;12;Muy buena / Oso ona;9;Muy buena / Oso ona
28/04/2017;13:00;0,24;"Muy buena / ";0,32;11;19;Muy buena / Oso ona;36;12;Muy buena / Oso ona;10;Muy buena / Oso ona
28/04/2017;12:00;0,27;"Muy buena / ";0,31;14;27;Muy buena / Oso ona;48;5;Muy buena / Oso ona;3;Muy buena / Oso ona
28/04/2017;11:00;0,27;"Muy buena / ";0,3;17;30;Muy buena / Oso ona;57;4;Muy buena / Oso ona;0;Muy buena / Oso ona
28/04/2017;10:00;0,27;"Muy buena / ";0,29;18;33;Muy buena / Oso ona;60;12;Muy buena / Oso ona;1;Muy buena / Oso ona
28/04/2017;09:00;0,33;"Muy buena / ";0,27;33;57;Muy buena / Oso ona;107;17;Muy buena / Oso ona;5;Muy buena / Oso ona
28/04/2017;08:00;0,42;"Muy buena / ";0,25;63;67;Muy buena / Oso ona;163;16;Muy buena / Oso ona;3;Muy buena / Oso ona
28/04/2017;07:00;0,39;"Muy buena / ";0,22;44;62;Muy buena / Oso ona;129;13;Muy buena / Oso ona;3;Muy buena / Oso ona
28/04/2017;06:00;0,38;"Muy buena / ";0,19;66;62;Muy buena / Oso ona;163;12;Muy buena / Oso ona;4;Muy buena / Oso ona
28/04/2017;05:00;0,18;"Muy buena / ";0,16;5;33;Muy buena / Oso ona;40;14;Muy buena / Oso ona;6;Muy buena / Oso ona
28/04/2017;04:00;0,17;"Muy buena / ";0,16;2;31;Muy buena / Oso ona;34;14;Muy buena / Oso ona;6;Muy buena / Oso ona
