NOMBRE,HORARIO,SERVICIO_RUTA,COMEDOR,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,ORIENTACION,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
Escuela Infantil  Aula Segre 3,,false,false,"Bus:  7, 43, 51,120   Metro:  Concha Espina",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8dbe04c3400f510VgnVCM2000001f4a900aRCRD,SEGRE,CALLE,NUM,3,,28002,EL VISO,CHAMARTIN,442209,4478174,4.045.034.689.337.470,-3.682.822.029.314.310,,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Bambi,,false,false,"BUS: 38, 140, 153",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d28d7589f451c010VgnVCM1000000b205a0aRCRD,GINEBRA,PASEO,NUM,51,,28022,ROSAS,SAN BLAS-CANILLEJAS,449128,4475139,4.042.344.987.538.240,-3.600.987.763.312.510,91 775 78 62,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Chiquitin Pinar de Chamartin,,false,false,"Bus : 125, 129, 150   Metro:  Pinar de Chamartin",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=32b2ba892d213210VgnVCM1000000b205a0aRCRD,GOLFO DE SALONICA,CALLE,NUM,73,,28033,COSTILLARES,CIUDAD LINEAL,444000,4481628,4.048.156.703.572.100,-3.661.995.723.175.110,"913 845 405 
",917 434 537,pinar@chiquitin.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Duendecillos Lets Play,,false,false,"Metro: Alsacia  Bus: 106, 140, 142, E2",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ad586f744d7c510VgnVCM1000001d4a900aRCRD,RAVENA,CALLE,NUM,3,,28032,ARCOS,SAN BLAS-CANILLEJAS,447559,4474533,4.041.790.210.401.750,-36.194.207.135.879.600,918 331 997,,info@duendecillosletsplay.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  D'Bambu,,false,false,"Bus:  10, 57, 136, 144",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8f9d132fbd00f510VgnVCM1000001d4a900aRCRD,LA CENICIENTA,CALLE,NUM,13,,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444319,4470288,40.379.440.741.542.700,-36.572.370.611.305.200,,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  El Tren de la Fresa,,false,false,"Bus: 8, 19, 45, 47, 59, 85, 86, 102, 152, 247  Metro: Delicias",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ab4f448d87b8d110VgnVCM1000000b205a0aRCRD,RAMIREZ DE PRADO,CALLE,NUM,6,,28045,DELICIAS,ARGANZUELA,441720,4472506,4.039.924.356.726.490,-36.880.677.759.300.200,915 399 458 ,915 399 458,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil  La Isla,,false,false,"Bus: 172, 176",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=02417be1e6d7c510VgnVCM1000001d4a900aRCRD,AZUL,CALLE,NUM,25,,28050,VALVERDE,FUENCARRAL-EL PARDO,443657,4483802,40.501.146.052.663.600,-36.662.479.537.293.300,916 034 947,,eilaisla@workandlife.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  My Little Planet Nursery School,,false,false,"Bus : 172, 176",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a543a836a7fbf510VgnVCM2000001f4a900aRCRD,AZOFRA,CALLE,NUM,1,,28050,VALVERDE,FUENCARRAL-EL PARDO,443169,4483725,40.500.410.052.398.300,-36.719.998.539.222.100,910 246 788 /  618 925 557,,info@mylittleplanet.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Nido (Alemán),,false,false,"METRO: Santiago Bernabeu BUS: 14 , 27, 40, 126, 147",ENSEÑANZA: Sistema Educativo Alemán   EDUCACIÓN: Infantil 1er y 2&ordm; Ciclo  ALUMNOS: Españoles - Alemanes   IDIOMA: Alemán   EDAD: De 2 a 6 años,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9dcd7589f451c010VgnVCM1000000b205a0aRCRD,LUIS MURIEL,CALLE,NUM,6,,28002,EL VISO,CHAMARTIN,441766,4478001,40.448.748.447.116.700,-3.688.029.952.012.330,914 117 687,917 661 736,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Peques,,false,false,"Bus : 54, 103, 142, 143   Metro:  Villa de Vallecas",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ac28e2c057e03210VgnVCM2000000c205a0aRCRD,MONTES DE BARBANZA,CALLE,NUM,5,,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447578,4470102,4.037.797.688.217.210,-3.618.842.875.177.410,913 315 966,,mr.peques@hotmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Pizcas,,false,false,"Bus:  3, 5, 126, 149   Metro:  Santiago Bernabéu, Cuzco, Estrecho",Enseñanza:    Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6863193e316c6510VgnVCM1000001d4a900aRCRD,GENERAL CABRERA,CALLE,NUM,23,,28020,CUATRO CAMINOS,TETUAN,441082,4478767,4.045.560.061.666.900,-36.961.667.681.219.700,619 360 969 / 652 865 639,,pizcas.infantil@gmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Vickie,,false,false,"Bus : 24, 102",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aae7f5038ef69110VgnVCM2000000c205a0aRCRD,FRANCISCO LAGUNA,CALLE,NUM,17,,28053,SAN DIEGO,PUENTE DE VALLECAS,443160,4471569,4.039.090.226.650.370,-3.671.016.132.630.900,914 773 508,,hola@escuelainfantilvickie.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil  Yaki,,false,false,"METRO: Concha Espina BUS:  40 , 43 , 52 , 120",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=42076da0aa81c010VgnVCM1000000b205a0aRCRD,RAMON Y CAJAL,AVENIDA,NUM,49,,28016,HISPANOAMERICA,CHAMARTIN,443240,4478404,40.452.481.011.972.700,-3.670.684.832.902.970,915 190 127 ,,info@eiyaki.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil ABC Go Nurseries Julián Camarillo,,false,false,"Bus : 28, 77, 104, 105  Metro:  Suanzes, Ciudad Lineal",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5f452f6d7cc97310VgnVCM1000000b205a0aRCRD,ALFONSO GOMEZ,CALLE,NUM,30,,28037,SIMANCAS,SAN BLAS-CANILLEJAS,446897,4476574,4.043.624.657.976.720,-36.273.942.709.340.100,913 045 518,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Acuarela,,false,false,Bus : 147  Metro:  Barrio del Pilar,Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ae7c9c12ac0a0410VgnVCM2000000c205a0aRCRD,VILLA DE MARIN,CALLE,NUM,29,,28029,LA PAZ,FUENCARRAL-EL PARDO,440820,4481174,4.047.726.519.062.430,-3.699.481.453.108.660,913 144 870,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Adela Abrines Castaños,,true,true,"BUS: 17 , 34 , 39 , 139 RENFE: Las Águilas",ENSEÑANZA: Educación infantil (primer y segundo ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dbcb13db5b71c010VgnVCM1000000b205a0aRCRD,GARROVILLAS,CALLE,NUM,4,,28044,LAS AGUILAS,LATINA,433954,4470427,4.037.993.443.901.290,-37.793.588.343.310.500,917 053 100 - 917 053 121,917 059 497,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Agarimo,,true,true,"METRO: Argüelles &#13;BUS: 2 , 16 , 61 , 202",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8edb13db5b71c010VgnVCM1000000b205a0aRCRD,FERNANDO EL CATOLICO,CALLE,NUM,61,,28015,GAZTAMBIDE,CHAMBERI,439477,4476411,4.043.426.126.799.020,-3.714.869.605.740.790,91 544 54 66,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Airbus Astrium Barajas,,false,false,,Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ab24eb27fcf83410VgnVCM2000000c205a0aRCRD,ARAGON,AVENIDA,NUM,404,,28022,REJAS,SAN BLAS-CANILLEJAS,454398,4477736,4.044.715.176.424.560,-3.539.053.333.504.960,915 862 166,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Alaria II,"De 07,30 a 19 horas",true,true,"Bus : 160, 161",Enseñanza : Educación infantil (Primer y segundo ciclo).,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a7ca0eb4881a210VgnVCM1000000b205a0aRCRD,ARJONA,CALLE,NUM,3,,28023,ARAVACA,MONCLOA-ARAVACA,433795,4479332,40.460.140.774.280.100,-37.821.603.220.726.100,913 570 742,,info@alariaescuelasinfantiles.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Albeniz 2,,false,false,"METRO: Eugenia de Montijo &#13;BUS: 17 , 31",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3793f3216571c010VgnVCM1000000b205a0aRCRD,OCAÑA,CALLE,NUM,112,,28047,ALUCHE,LATINA,436286,4471229,40.387.341.073.241.500,-37.519.690.451.709.300,91 719 25 78,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Alcalá 540,,false,false,"Bus :77, 104, 105, 140, 153   Metro:  Torre Arias",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=45b13766aa2b1310VgnVCM1000000b205a0aRCRD,ALCALA,CALLE,NUM,540,,28027,SIMANCAS,SAN BLAS-CANILLEJAS,447577,4477289,4.044.272.188.062.740,-36.194.480.265.117.700,647 409 809,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Alegre Koala,,false,false,"METRO: Acacias BUS: 18 , 34 , 36 , 55 , 60 , 116 , 118 , 119",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9cb3f3216571c010VgnVCM1000000b205a0aRCRD,ARGANDA,CALLE,NUM,32,,28005,ACACIAS,ARGANZUELA,440117,4472560,4.039.961.608.260.650,-37.069.612.717.319.200,91 517 69 86,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Alemana Kinderparadies,,false,false,BUS: 133,ENSEÑANZA: Sistema Educativo Infantil Alemán   EDUCACIÓN: Infantil 1er y 2&ordm; Ciclo  ALUMNOS: Españoles - Extranjeros   IDIOMA: Alemán  EDAD: De 2 a 6 años,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d2158899fc81c010VgnVCM1000000b205a0aRCRD,PEÑA PINTADA,CALLE,NUM,13,,28034,MIRASIERRA,FUENCARRAL-EL PARDO,440538,4482805,40.491.937.655.840.700,-37.029.614.172.216.700,917 359 710,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Alfar,,true,true,"BUS: 10 , 54 , 144",ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=290c13db5b71c010VgnVCM1000000b205a0aRCRD,GERARDO DIEGO,CALLE,NUM,15,,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS,445440,4470896,4.038.499.222.389.340,-3.644.095.805.861.490,917 773 745,917 773 745,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Alfonso X,,false,false,BUS: 39,ENSEÑANZA: Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8dd61bf978c6d110VgnVCM2000000c205a0aRCRD,DARIO GAZAPO,CALLE,NUM,8,,28024,CAMPAMENTO,LATINA,433969,4471665,4.039.108.798.705.390,-3.779.310.666.802.350,915 126 620 ,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Alfredo López,,true,true,"BUS: 70 , 106",ENSEÑANZA: Educación infantil (primer y segundo ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db1c13db5b71c010VgnVCM1000000b205a0aRCRD,VILLAESCUSA,CALLE,NUM,50,,28017,PUEBLO NUEVO,CIUDAD LINEAL,446592,4474858,40.420.759.201.048,-36.308.573.987.647.700,91 304 19 80,,alfredolopez@apgci.org,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Alicia,,false,false,"METRO: Argüelles &#13;BUS: 1 , 21 , 44 , 74 , 133",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=85648899fc81c010VgnVCM1000000b205a0aRCRD,FERRAZ,CALLE,NUM,60,,28008,ARGUELLES,MONCLOA-ARAVACA,439130,4475712,4.042.793.901.360.140,-37.188.934.091.365.900,91 548 41 32,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Alicia II,,false,false,"BUS: C, 1, 21, 44, 133  METRO: Arg&uuml;elles",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e1099fc09f8a0210VgnVCM1000000b205a0aRCRD,BENITO GUTIERREZ,CALLE,NUM,27,,28008,ARGUELLES,MONCLOA-ARAVACA,439046,4476077,4.043.122.092.509.470,-3.719.918.673.561.680,915 503 774,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Amadeo Vives,,true,true,"BUS: 31 , 138",ENSEÑANZA: Educación Infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c7c3827a9e41c010VgnVCM2000000c205a0aRCRD,YEBENES,CALLE,NUM,6,UBICADA EN C. P. AMADEO VIVES,28047,ALUCHE,LATINA,436005,4472352,4.039.743.593.771.220,-3.755.392.529.137.970,915 099 954,915 099 954,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Andal,,true,true,"METRO: Conde Casal BUS: 14 , 32 , 56 , 63 , 143 , 145",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a2bc7589f451c010VgnVCM1000000b205a0aRCRD,ANTONIO DIAZ-CAÑABATE,CALLE,NUM,18,,28007,NIÑO JESUS,RETIRO,443032,4473522,40.408.487.217.027.700,-3.672.699.299.598.760,915 514 858 ,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Andal Alameda,,true,true,"BUS: 101 , 112 , 114 , 115 , 151",ENSEÑANZA: Educación Infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9038c05ef571c010VgnVCM1000000b205a0aRCRD,NAVIO,PLAZA,NUM,1,,28042,ALAMEDA DE OSUNA,BARAJAS,450209,4478729,4.045.585.643.123.740,-3.588.527.287.437.990,917 410 017,,eilagondola@hotmail.com ,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Andal I,,false,false,"BUS: 14 , 32 , 56 , 63 , 143   METRO: Conde Casal",ENSEÑANZA: Educación infantil (Primer y 2&ordm; Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cc36d8fb52c56110VgnVCM1000000b205a0aRCRD,FRANCISCO VITORIA,CALLE,NUM,4,,28007,NIÑO JESUS,RETIRO,442920,4473497,404.082.543.166.119,-3.674.016.955.095.660,91 501 62 00,91 501 62 00,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Andal II,,false,false,"BUS: 14 , 32 , 56 , 63 , 143   METRO: Conde Casal",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d8b6f7e881c56110VgnVCM1000000b205a0aRCRD,FRANCISCO VITORIA,CALLE,NUM,21,,28007,NIÑO JESUS,RETIRO,443049,4473427,4.040.763.257.078.570,-36.724.904.388.404.900,"91 552 32 29&#13;
91 501 62 00",91 501 62 00,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Angelitos de Nerey,,false,false,"BUS: 110 , 113 , 210",ENSEÑANZA: Educación infantil (Primer  ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4fc3f3216571c010VgnVCM1000000b205a0aRCRD,JOSE LUIS DE ARRESE,CALLE,NUM,38,,28017,VENTAS,CIUDAD LINEAL,444841,4474995,40.421.878.912.599.700,-36.515.084.294.692.700,914 053 022,914 053 022,angelitosdenerey@yahoo.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Arcadia,"De 07,30 a 19 horas",true,true,"Bus : 7, 14, 27, 40, 147, 150   Metro:  República Argentina",Enseñanza : Educación infantil (Primer y segundo ciclo).,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b5c523bfa81a210VgnVCM1000000b205a0aRCRD,MAESTRO RIPOLL,CALLE,NUM,12,,28006,EL VISO,CHAMARTIN,441587,4477381,4.044.315.062.447.830,-36.900.835.635.553.200,915 612 837,,info@alariaescuelasinfantiles.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Arce,,true,true,"BUS: 71 , 113",ENSEÑANZA: Educación infantil (de 0 a 3 años),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=72f0ac2e6481c010VgnVCM1000000b205a0aRCRD,ALCALDE GARRIDO JUARISTI,CALLE,NUM,6,,28030,MEDIA LEGUA,MORATALAZ,444414,4474145,4.041.419.316.593.830,-36.564.671.423.272.700,913 285 820,913 285 820,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas, 
Escuela Infantil Arco  Iris,,true,true,"BUS: 30, 32, 113  METRO: Vinateros",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=48e0601d1a282210VgnVCM1000000b205a0aRCRD,CORREGIDOR SANCHO DE CORDOBA,PLAZA,NUM,3,,28030,MEDIA LEGUA,MORATALAZ,444706,4473452,4.040.796.971.271.470,-36.529.653.198.967.300,914 372 185 ,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Arienbaby,,false,false,"Bus : 34, 35",Enseñanza : Educación infantil (Primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=257835ebad18a110VgnVCM1000000b205a0aRCRD,CAROLINA PAINO,CALLE,NUM,24,,28025,VISTA ALEGRE,CARABANCHEL,437088,4470973,4.038.509.596.901.060,-3.742.495.380.072.750,912 585 252,914 615 013,escuelainfantilarienbaby@gmail.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Arlequín,,false,false,"BUS:  25 , 31",ENSEÑANZA: Educación Infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=865c13db5b71c010VgnVCM1000000b205a0aRCRD,YEBENES,CALLE,NUM,69,,28047,ALUCHE,LATINA,436257,4472004,40.394.320.372.237.400,-37.523.883.891.443.000,91 719 29 82,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Armonía,,false,false,"METRO: Canillejas BUS: 101 , 105 , 114 , 115 , 151 , 153",ENSEÑANZA: Educación infantil (primer ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=38748899fc81c010VgnVCM1000000b205a0aRCRD,ISLA DE CUBA,CALLE,NUM,12,,28042,PALOMAS,HORTALEZA,448259,4478198,4.045.095.350.064.060,-3.611.480.803.826.200,913 931 328 - 609 037 569,,armonia_ei@yahoo.es,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Aviación,,false,false,"BUS: 17 , 34 , 39 , 139",ENSEÑANZA: Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c5c64b6faa61c010VgnVCM1000000b205a0aRCRD,AVIACION,AVENIDA,NUM,87,,28044,LAS AGUILAS,LATINA,434544,4469820,403.745.129.755.407,-37.723.464.250.694.000,917 052 596 ,,aviacion@escuelainfantilaviacion.com,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil A.E.I.O.U.,,false,false,"BUS: 25 , 31",ENSEÑANZA: Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ff9c7589f451c010VgnVCM1000000b205a0aRCRD,YEBENES,CALLE,NUM,92,,28047,ALUCHE,LATINA,436177,4471804,403.925.125.534.526,-3.753.310.884.195.860,91 718 04 05,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Babilín II,,false,false,"Bus : 31, 138   Metro : Lucero",Enseñanza : Educación infantil (Primer Ciclo),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7518f86cf82f1210VgnVCM1000000b205a0aRCRD,ALMAZAN,CALLE,NUM,2,,28011,LUCERO,LATINA,437105,4473234,40.405.465.310.476.900,-37.425.188.225.366.700,,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
Escuela Infantil Baloo,,true,true,"BUS: 114 , 115",ENSEÑANZA: Educación infantil (primer),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=92556da0aa81c010VgnVCM1000000b205a0aRCRD,CARONDELET,AVENIDA,NUM,23,,28043,PIOVERA,HORTALEZA,445586,4478170,40.450.539.231.356.800,-3.642.999.438.312.940,91 759 34 41,,,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias, 
